ipc-image src,ipc-lockup-overlay href,ipc-title-link-wrapper href,ipc-title__text,ipc-inline-list__item,ipc-inline-list__item (2),ipc-inline-list__item (3),sc-9fe7b0ef-0,metacritic-score-label,ipc-rating-star--rating,ipc-rating-star--voteCount,ipc-html-content-inner-div,sc-35f5f4fb-3,ipc-link href,ipc-link,ipc-link href (2),ipc-link (2),ipc-link href (3),ipc-link (3),ipc-link href (4),ipc-link (4),ipc-html-content-inner-div (2),ipc-link href (5),ipc-link (5)
,https://www.imdb.com/title/tt12412888/?ref_=ls_i_11,https://www.imdb.com/title/tt12412888/?ref_=ls_t_11,11. Sonic the Hedgehog 2,2022,2h 2m,PG,47,Metascore,6.5,(116K),"When Dr. Robotnik returns with a new partner, Knuckles, in search of an emerald that has the power to destroy civilizations, Sonic teams up with his own sidekick, Tails, on a journey across the world to find the emerald first.",Director,https://www.imdb.com/name/nm1733778/?ref_=ls_li_1_1,Jeff Fowler,https://www.imdb.com/name/nm0005188/?ref_=ls_li_2_1,James Marsden,https://www.imdb.com/name/nm0000120/?ref_=ls_li_2_2,Jim Carrey,https://www.imdb.com/name/nm2355635/?ref_=ls_li_2_3,Ben Schwartz,"Didn't expect to enjoy this one really, but I love this movie. All the characters are great and the story is fun. Even better than the first and maybe the best video game movie out.",,
,https://www.imdb.com/title/tt6710474/?ref_=ls_i_12,https://www.imdb.com/title/tt6710474/?ref_=ls_t_12,12. Everything Everywhere All at Once,2022,2h 19m,R,81,Metascore,7.7,(628K),A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,Directors,https://www.imdb.com/name/nm3453283/?ref_=ls_li_1_1,Daniel Kwan,https://www.imdb.com/name/nm3215397/?ref_=ls_li_1_2,Daniel Scheinert,https://www.imdb.com/name/nm0000706/?ref_=ls_li_2_1,Michelle Yeoh,https://www.imdb.com/name/nm3513533/?ref_=ls_li_2_2,Stephanie Hsu,"I've never seen a movie quite like this one. It really caught me off guard, but ended up being one of my new favorite films of all time. Heart, humor and the chaos of modern life all intertwine to tell this absurd fantasy tale that everyone should go see.",https://www.imdb.com/name/nm0000130/?ref_=ls_li_2_3,Jamie Lee Curtis
,https://www.imdb.com/title/tt1745960/?ref_=ls_i_13,https://www.imdb.com/title/tt1745960/?ref_=ls_t_13,13. Top Gun: Maverick,2022,2h 10m,PG-13,78,Metascore,8.2,(857K),"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",Director,https://www.imdb.com/name/nm2676052/?ref_=ls_li_1_1,Joseph Kosinski,https://www.imdb.com/name/nm0000129/?ref_=ls_li_2_1,Tom Cruise,https://www.imdb.com/name/nm0000124/?ref_=ls_li_2_2,Jennifer Connelly,https://www.imdb.com/name/nm1886602/?ref_=ls_li_2_3,Miles Teller,Just great to see a good old fashioned American movie.,,
,https://www.imdb.com/title/tt13872248/?ref_=ls_i_14,https://www.imdb.com/title/tt13872248/?ref_=ls_t_14,14. The Sadness,2021,1h 39m,TV-MA,68,Metascore,6.5,(26K),"A young couple trying to reunite amid a city ravaged by a plague that turns its victims into deranged, bloodthirsty sadists.",Director,https://www.imdb.com/name/nm5983101/?ref_=ls_li_1_1,Rob Jabbaz,https://www.imdb.com/name/nm10940091/?ref_=ls_li_2_1,Berant Zhu,https://www.imdb.com/name/nm11596206/?ref_=ls_li_2_2,Regina Lei,https://www.imdb.com/name/nm13045500/?ref_=ls_li_2_3,Ying-Ru Chen,"Maybe the most crazy horror movie I've ever seen, and that's saying a lot. Maybe too crazy. Intense & way, way over the top.",,
,https://www.imdb.com/title/tt19724142/?ref_=ls_i_15,https://www.imdb.com/title/tt19724142/?ref_=ls_t_15,15. Hellhole,2022,1h 31m,TV-MA,,,5.8,(9.8K),"In 1987 Poland, a police officer investigating mysterious disappearances infiltrates a remote monastery and discovers a dark truth about its clergy.",Director,https://www.imdb.com/name/nm2305479/?ref_=ls_li_1_1,Bartosz M. Kowalski,https://www.imdb.com/name/nm2767780/?ref_=ls_li_2_1,Piotr Zurawski,https://www.imdb.com/name/nm0523821/?ref_=ls_li_2_2,Olaf Lubaszenko,https://www.imdb.com/name/nm2432160/?ref_=ls_li_2_3,Sebastian Stankiewicz,A great religious horror movie with some unexpected (and quite hilarious) twists and turns.,,
,https://www.imdb.com/title/tt10731256/?ref_=ls_i_16,https://www.imdb.com/title/tt10731256/?ref_=ls_t_16,16. Don't Worry Darling,2022,2h 3m,R,48,Metascore,6.3,(176K),"While her husband leaves home every day to work in a top secret facility, a young 1950s housewife begins to question her life when she notices strange behavior from the other wives in the neighborhood.",Director,https://www.imdb.com/name/nm1312575/?ref_=ls_li_1_1,Olivia Wilde,https://www.imdb.com/name/nm6073955/?ref_=ls_li_2_1,Florence Pugh,https://www.imdb.com/name/nm4089170/?ref_=ls_li_2_2,Harry Styles,https://www.imdb.com/name/nm1517976/?ref_=ls_li_2_3,Chris Pine,"A woke movie done well with a great twist at the end. Enjoy this movie & just remember that order is still a good thing and men aren't collectively bad. Usually skip out on the woke movies as a personal protest, but in the name of loving film this is certainly worth a watch no matter your world views.",,
,https://www.imdb.com/title/tt14636190/?ref_=ls_i_17,https://www.imdb.com/title/tt14636190/?ref_=ls_t_17,17. Aqua Teen Forever: Plantasm,2022,1h 19m,R,,,6.2,(1.8K),"What happens next with Frylock, Meatwad and Master Shake, who consider themselves crime fighters, but the truth is they never fight crime.",Directors,https://www.imdb.com/name/nm0537410/?ref_=ls_li_1_1,Matt Maiellaro,https://www.imdb.com/name/nm0932302/?ref_=ls_li_1_2,Dave Willis,https://www.imdb.com/name/nm1075468/?ref_=ls_li_2_1,Dana Snyder,https://www.imdb.com/name/nm1052894/?ref_=ls_li_2_2,Carey Means,"Great fun animation, goes hard on Amazon, which I personally love, but still a fantastic comedy with a lot to show for.",https://www.imdb.com/name/nm0932302/?ref_=ls_li_2_3,Dave Willis
,https://www.imdb.com/title/tt12439248/?ref_=ls_i_18,https://www.imdb.com/title/tt12439248/?ref_=ls_t_18,18. Pompo: The Cinéphile,2021,1h 34m,,61,Metascore,7.1,(1.8K),A famous movie producer gives her young production assistant a chance to direct his first film.,Director,https://www.imdb.com/name/nm2014132/?ref_=ls_li_1_1,Takayuki Hirao,https://www.imdb.com/name/nm5193520/?ref_=ls_li_2_1,Hiroya Shimizu,https://www.imdb.com/name/nm8787094/?ref_=ls_li_2_2,Konomi Kohara,https://www.imdb.com/name/nm5665571/?ref_=ls_li_2_3,Ai Kakuma,"An animated movie about the love for movies, one of my new favorite films and a great surprise to come across.",,
,https://www.imdb.com/title/tt18925334/?ref_=ls_i_19,https://www.imdb.com/title/tt18925334/?ref_=ls_t_19,19. Pearl,2022,1h 43m,R,76,Metascore,7.0,(159K),"In 1918, a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery, isolation, and lovelessness of life on her parents' farm.",Director,https://www.imdb.com/name/nm1488800/?ref_=ls_li_1_1,Ti West,https://www.imdb.com/name/nm5301405/?ref_=ls_li_2_1,Mia Goth,https://www.imdb.com/name/nm4825178/?ref_=ls_li_2_2,David Corenswet,https://www.imdb.com/name/nm0942858/?ref_=ls_li_2_3,Tandi Wright,"Loved this movie. If you enjoyed X, you'll love this one as well. Makes the first film even better and was a great surprise too as I had no idea this was all going to be a series.",,
,https://www.imdb.com/title/tt13560574/?ref_=ls_i_20,https://www.imdb.com/title/tt13560574/?ref_=ls_t_20,20. X,2022,1h 45m,R,80,Metascore,6.5,(223K),"In 1979, a group of young filmmakers set out to make an adult film in a rural Texas farm, but when their reclusive, elderly hosts catch them in the act, the crew find themselves fighting for their lives.",Director,https://www.imdb.com/name/nm1488800/?ref_=ls_li_1_1,Ti West,https://www.imdb.com/name/nm5301405/?ref_=ls_li_2_1,Mia Goth,https://www.imdb.com/name/nm4911194/?ref_=ls_li_2_2,Jenna Ortega,https://www.imdb.com/name/nm0811242/?ref_=ls_li_2_3,Brittany Snow,The best horror movie since Hereditary and the most fun horror movie since Cabin in the Woods.,,
,https://www.imdb.com/title/tt10756184/?ref_=ls_i_21,https://www.imdb.com/title/tt10756184/?ref_=ls_t_21,21. Saloum,2021,1h 24m,,78,Metascore,6.1,(3.6K),"In 2003, a trio of mercenaries escaping a coup in Guinea-Bissau take refuge in a hidden region on the Saloum river of Senegal. But something from beyond the grave awaits them there.",Director,https://www.imdb.com/name/nm2699094/?ref_=ls_li_1_1,Jean Luc Herbulot,https://www.imdb.com/name/nm4032617/?ref_=ls_li_2_1,Yann Gael,https://www.imdb.com/name/nm10889524/?ref_=ls_li_2_2,Evelyne Ily Juhen,https://www.imdb.com/name/nm10889523/?ref_=ls_li_2_3,Roger Sallah,Great action horror movie I had never heard of till it came out. Top notch characters and acting set the stage for the unfolding of bizarre story.,,
,https://www.imdb.com/title/tt11755740/?ref_=ls_i_22,https://www.imdb.com/title/tt11755740/?ref_=ls_t_22,22. Texas Chainsaw Massacre,2022,1h 21m,R,34,Metascore,4.7,(70K),"Influencers looking to breathe new life into a Texas ghost town encounter Leatherface, an infamous killer who wears a mask of human skin.",Director,https://www.imdb.com/name/nm2596725/?ref_=ls_li_1_1,David Blue Garcia,https://www.imdb.com/name/nm4712111/?ref_=ls_li_2_1,Sarah Yarkin,https://www.imdb.com/name/nm3220568/?ref_=ls_li_2_2,Elsie Fisher,https://www.imdb.com/name/nm0122511/?ref_=ls_li_2_3,Mark Burnham,"For horror movie reboots, remakes and sequels, this is certainly one of the better ones. If enjoy any of these past movies, you'll enjoy this one for damn sure. Ignore the reviews, its a fun, simple and raw horror movie.",,
,https://www.imdb.com/title/tt10954984/?ref_=ls_i_23,https://www.imdb.com/title/tt10954984/?ref_=ls_t_23,23. Nope,2022,2h 10m,R,77,Metascore,6.8,(315K),The residents of a lonely gulch in inland California bear witness to an uncanny and chilling phenomenon.,Director,https://www.imdb.com/name/nm1443502/?ref_=ls_li_1_1,Jordan Peele,https://www.imdb.com/name/nm2257207/?ref_=ls_li_2_1,Daniel Kaluuya,https://www.imdb.com/name/nm1551130/?ref_=ls_li_2_2,Keke Palmer,https://www.imdb.com/name/nm5155952/?ref_=ls_li_2_3,Brandon Perea,"Loved this movie. A perfect mixture of scifi, western & horror with a refreshing sense of adventure.",,
,https://www.imdb.com/title/tt13651628/?ref_=ls_i_24,https://www.imdb.com/title/tt13651628/?ref_=ls_t_24,24. Belle,2021,2h 1m,PG,83,Metascore,7.0,(20K),Teen Suzu embarks on an epic quest to uncover the identity of a mysterious beast in a virtual world.,Director,https://www.imdb.com/name/nm0396074/?ref_=ls_li_1_1,Mamoru Hosoda,https://www.imdb.com/name/nm12628737/?ref_=ls_li_2_1,Kaho Nakamura,https://www.imdb.com/name/nm6954008/?ref_=ls_li_2_2,Ryō Narita,https://www.imdb.com/name/nm2202409/?ref_=ls_li_2_3,Shôta Sometani,"A beautifully animated film about the potential of a functioning meta verse. Like a future tech upgrade to the classic Beauty and the Beast story with heart, humor and actually cool music.",,
,https://www.imdb.com/title/tt12724306/?ref_=ls_i_25,https://www.imdb.com/title/tt12724306/?ref_=ls_t_25,25. Glorious,2022,1h 19m,,60,Metascore,5.6,(8.7K),"After a breakup, Wes ends up at a remote rest stop. He finds himself locked inside the bathroom with a mysterious figure speaking from an adjacent stall. Soon Wes realizes he is involved in a situation more terrible than he could imagine.",Director,https://www.imdb.com/name/nm3599485/?ref_=ls_li_1_1,Rebekah McKendry,https://www.imdb.com/name/nm0477127/?ref_=ls_li_2_1,Ryan Kwanten,https://www.imdb.com/name/nm0799777/?ref_=ls_li_2_2,J.K. Simmons,https://www.imdb.com/name/nm3812343/?ref_=ls_li_2_3,Sylvia Grace Crim,"A wild cosmic horror indie picture, certainly worth a watch if you are a Lovecraft fan.",,
,https://www.imdb.com/title/tt14114802/?ref_=ls_i_26,https://www.imdb.com/title/tt14114802/?ref_=ls_t_26,26. The Outfit,2022,1h 45m,R,69,Metascore,7.2,(86K),An expert cutter must outwit a dangerous group of mobsters in order to survive a fateful night.,Director,https://www.imdb.com/name/nm2441699/?ref_=ls_li_1_1,Graham Moore,https://www.imdb.com/name/nm0753314/?ref_=ls_li_2_1,Mark Rylance,https://www.imdb.com/name/nm3614913/?ref_=ls_li_2_2,Zoey Deutch,https://www.imdb.com/name/nm13564856/?ref_=ls_li_2_3,John Gumley-Mason,"Didn't know what to expect with this film, but was pleasantly surprised by its style and wit. One of the best mystery thrillers I've seen in a while.",,
,https://www.imdb.com/title/tt15090124/?ref_=ls_i_27,https://www.imdb.com/title/tt15090124/?ref_=ls_t_27,27. Mad God,2021,1h 23m,Unrated,80,Metascore,6.8,(20K),"The Assassin travels through a nightmare underworld of tortured souls, ruined cities and wretched monstrosities forged from the primordial horrors of the unconscious mind of Phil Tippett, the world's preeminent stop-motion animator.",Director,https://www.imdb.com/name/nm0864138/?ref_=ls_li_1_1,Phil Tippett,https://www.imdb.com/name/nm0007182/?ref_=ls_li_2_1,Alex Cox,https://www.imdb.com/name/nm4907722/?ref_=ls_li_2_2,Niketa Roman,https://www.imdb.com/name/nm1568762/?ref_=ls_li_2_3,Satish Ratakonda,"I love the work that went into this film. More of a visual experience than a story and certainly worth watching once. It's pretty dark and some parts are kinda gross, but it's unlike anything ever seen.",,
,https://www.imdb.com/title/tt10362566/?ref_=ls_i_28,https://www.imdb.com/title/tt10362566/?ref_=ls_t_28,28. The Exorcism of God,2021,1h 38m,R,41,Metascore,5.3,(6.3K),"An American priest working in Mexico is possessed during an exorcism and ends up committing a terrible act. Eighteen years later, the consequences of his sin come back to haunt him, unleashing the greatest battle within.",Director,https://www.imdb.com/name/nm5480120/?ref_=ls_li_1_1,Alejandro Hidalgo,https://www.imdb.com/name/nm2026965/?ref_=ls_li_2_1,Hector Kotsifakis,https://www.imdb.com/name/nm1080718/?ref_=ls_li_2_2,Will Beinbrink,https://www.imdb.com/name/nm15430271/?ref_=ls_li_2_3,Oscar Flores,"One of the best exorcism movies I've seen recently, or ever for that matter. I expected this to be lame, but everyone involved did a great job with what and who they had to work with. Well done story, characters, horror and the ending was worth the watch.",,
,https://www.imdb.com/title/tt5834426/?ref_=ls_i_29,https://www.imdb.com/title/tt5834426/?ref_=ls_t_29,29. Moonfall,2022,2h 10m,PG-13,41,Metascore,5.2,(113K),A mysterious force knocks the moon from its orbit and sends it hurtling on a collision course toward earth.,Director,https://www.imdb.com/name/nm0000386/?ref_=ls_li_1_1,Roland Emmerich,https://www.imdb.com/name/nm0000932/?ref_=ls_li_2_1,Halle Berry,https://www.imdb.com/name/nm0933940/?ref_=ls_li_2_2,Patrick Wilson,https://www.imdb.com/name/nm4263213/?ref_=ls_li_2_3,John Bradley,"A fun original movie with some interesting sci fi twists. One of the better disaster movies, but not great. If you enjoyed Independence Day or Day After Tomorrow, you'll most likely enjoy this one as well.",,
