ipc-image src,ipc-lockup-overlay href,ipc-title-link-wrapper href,ipc-title__text,ipc-inline-list__item,ipc-inline-list__item (2),ipc-inline-list__item (3),sc-9fe7b0ef-0,metacritic-score-label,ipc-rating-star--rating,ipc-rating-star--voteCount,ipc-html-content-inner-div,sc-35f5f4fb-3,ipc-link href,ipc-link,sc-35f5f4fb-3 (2),ipc-link href (2),ipc-link (2),ipc-link href (3),ipc-link (3),ipc-link href (4),ipc-link (4),ipc-html-content-inner-div (2),ipc-link href (5),ipc-link (5)
,https://www.imdb.com/title/tt11389872/?ref_=ls_i_21,https://www.imdb.com/title/tt11389872/?ref_=ls_t_21,21. Kingdom of the Planet of the Apes,2024,2h 25m,PG-13,66,Metascore,6.8,(168K),"Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike.",Director,https://www.imdb.com/name/nm1226871/?ref_=ls_li_1_1,Wes Ball,Stars,https://www.imdb.com/name/nm4977122/?ref_=ls_li_2_1,Owen Teague,https://www.imdb.com/name/nm8463347/?ref_=ls_li_2_2,Freya Allan,https://www.imdb.com/name/nm0243806/?ref_=ls_li_2_3,Kevin Durand,,,
,https://www.imdb.com/title/tt5112584/?ref_=ls_i_22,https://www.imdb.com/title/tt5112584/?ref_=ls_t_22,22. Lee,2023,1h 57m,R,62,Metascore,6.9,(35K),"War correspondent Lee Miller travels to the front lines of World War II to embark on a mission to uncover the hidden truths of the Third Reich. But in the wake of betrayal, a reckoning will come over the truths of her own past.",Director,https://www.imdb.com/name/nm0475578/?ref_=ls_li_1_1,Ellen Kuras,Stars,https://www.imdb.com/name/nm0000701/?ref_=ls_li_2_1,Kate Winslet,https://www.imdb.com/name/nm1676221/?ref_=ls_li_2_2,Andy Samberg,https://www.imdb.com/name/nm0002907/?ref_=ls_li_2_3,Alexander Skarsgård,,,
,https://www.imdb.com/title/tt11301886/?ref_=ls_i_23,https://www.imdb.com/title/tt11301886/?ref_=ls_t_23,23. Rebel Ridge,2024,2h 11m,TV-MA,76,Metascore,6.8,(102K),A former Marine grapples his way through a web of small-town corruption when an attempt to post bail for his cousin escalates into a violent standoff with the local police chief.,Director,https://www.imdb.com/name/nm1099918/?ref_=ls_li_1_1,Jeremy Saulnier,Stars,https://www.imdb.com/name/nm7543974/?ref_=ls_li_2_1,Aaron Pierre,https://www.imdb.com/name/nm0000467/?ref_=ls_li_2_2,Don Johnson,https://www.imdb.com/name/nm1455681/?ref_=ls_li_2_3,AnnaSophia Robb,,,
,https://www.imdb.com/title/tt21097228/?ref_=ls_i_24,https://www.imdb.com/title/tt21097228/?ref_=ls_t_24,24. A Different Man,2024,1h 52m,R,78,Metascore,6.9,(38K),"An aspiring actor undergoes a radical medical procedure to drastically transform his appearance, but his new dream face quickly turns into a nightmare.",Director,https://www.imdb.com/name/nm3661688/?ref_=ls_li_1_1,Aaron Schimberg,Stars,https://www.imdb.com/name/nm1659221/?ref_=ls_li_2_1,Sebastian Stan,https://www.imdb.com/name/nm4561559/?ref_=ls_li_2_2,Renate Reinsve,https://www.imdb.com/name/nm3138924/?ref_=ls_li_2_3,Adam Pearson,,,
,https://www.imdb.com/title/tt23137904/?ref_=ls_i_25,https://www.imdb.com/title/tt23137904/?ref_=ls_t_25,25. Rebel Moon - Part Two: The Scargiver,2024,2h 2m,PG-13,35,Metascore,5.3,(64K),"Kora and surviving warriors prepare to defend Veldt, their new home, alongside its people against the Realm. The warriors face their pasts, revealing their motivations before the Realm's forces arrive to crush the growing rebellion.",Director,https://www.imdb.com/name/nm0811583/?ref_=ls_li_1_1,Zack Snyder,Stars,https://www.imdb.com/name/nm1154749/?ref_=ls_li_2_1,Sofia Boutella,https://www.imdb.com/name/nm0005023/?ref_=ls_li_2_2,Djimon Hounsou,https://www.imdb.com/name/nm4534098/?ref_=ls_li_2_3,Ed Skrein,,,
,https://www.imdb.com/title/tt18412256/?ref_=ls_i_26,https://www.imdb.com/title/tt18412256/?ref_=ls_t_26,26. Alien: Romulus,2024,1h 59m,R,64,Metascore,7.1,(286K),"While scavenging the deep ends of a derelict space station, a group of young space colonists come face to face with the most terrifying life form in the universe.",Director,https://www.imdb.com/name/nm1793079/?ref_=ls_li_1_1,Fede Alvarez,Stars,https://www.imdb.com/name/nm8314228/?ref_=ls_li_2_1,Cailee Spaeny,https://www.imdb.com/name/nm9657438/?ref_=ls_li_2_2,David Jonsson,https://www.imdb.com/name/nm8850556/?ref_=ls_li_2_3,Archie Renaux,,,
,https://www.imdb.com/title/tt32495687/?ref_=ls_i_27,https://www.imdb.com/title/tt32495687/?ref_=ls_t_27,27. Sookshma Darshini,2024,2h 22m,,,,7.8,(13K),"Manuel returns with his mother to their former home in a middle-class neighbourhood. Suspicious of his intentions, Priyadarshini and her friends begin gathering clues, convinced he may be hiding something sinister.",Director,https://www.imdb.com/name/nm9887147/?ref_=ls_li_1_1,Mc Jithin,Stars,https://www.imdb.com/name/nm2601111/?ref_=ls_li_2_1,Nazriya Nazim,https://www.imdb.com/name/nm7243877/?ref_=ls_li_2_2,Basil Joseph,https://www.imdb.com/name/nm14470962/?ref_=ls_li_2_3,Akhila Bhargavan,,,
,https://www.imdb.com/title/tt26936666/?ref_=ls_i_28,https://www.imdb.com/title/tt26936666/?ref_=ls_t_28,28. Vettaiyan,2024,2h 43m,,,,6.9,(41K),Ruthless criminal activity is met with force from a maverick police officer with a disregard for the rules as he confronts an outbreak of lawlessness.,Director,https://www.imdb.com/name/nm4377096/?ref_=ls_li_1_1,T.J. Gnanavel,Stars,https://www.imdb.com/name/nm0707425/?ref_=ls_li_2_1,Rajinikanth,https://www.imdb.com/name/nm0000821/?ref_=ls_li_2_2,Amitabh Bachchan,https://www.imdb.com/name/nm1335704/?ref_=ls_li_2_3,Fahadh Faasil,,,
,https://www.imdb.com/title/tt12584954/?ref_=ls_i_29,https://www.imdb.com/title/tt12584954/?ref_=ls_t_29,29. Twisters,2024,2h 2m,PG-13,65,Metascore,6.5,(195K),"Kate Carter, a retired tornado-chaser and meteorologist, is persuaded to return to Oklahoma to work with a new team and new technologies.",Director,https://www.imdb.com/name/nm1818032/?ref_=ls_li_1_1,Lee Isaac Chung,Stars,https://www.imdb.com/name/nm8402992/?ref_=ls_li_2_1,Daisy Edgar-Jones,https://www.imdb.com/name/nm1412974/?ref_=ls_li_2_2,Glen Powell,https://www.imdb.com/name/nm6588867/?ref_=ls_li_2_3,Anthony Ramos,6.5,,
,https://www.imdb.com/title/tt9214772/?ref_=ls_i_30,https://www.imdb.com/title/tt9214772/?ref_=ls_t_30,30. Monkey Man,2024,2h 1m,R,70,Metascore,6.8,(100K),An anonymous young man unleashes a campaign of vengeance against the corrupt leaders who murdered his mother and continue to systematically victimize the poor and powerless.,Director,https://www.imdb.com/name/nm2353862/?ref_=ls_li_1_1,Dev Patel,Stars,https://www.imdb.com/name/nm2353862/?ref_=ls_li_2_1,Dev Patel,https://www.imdb.com/name/nm1663205/?ref_=ls_li_2_2,Sharlto Copley,https://www.imdb.com/name/nm3329873/?ref_=ls_li_2_3,Pitobash,,,
,https://www.imdb.com/title/tt12735488/?ref_=ls_i_31,https://www.imdb.com/title/tt12735488/?ref_=ls_t_31,31. Kalki 2898 AD,2024,3h,Not Rated,65,Metascore,7.0,(76K),A pregnant woman comes under the protection of an immortal warrior while being tracked down by bounty hunters.,Director,https://www.imdb.com/name/nm5645455/?ref_=ls_li_1_1,Nag Ashwin,Stars,https://www.imdb.com/name/nm1659141/?ref_=ls_li_2_1,Prabhas,https://www.imdb.com/name/nm0000821/?ref_=ls_li_2_2,Amitabh Bachchan,https://www.imdb.com/name/nm0352032/?ref_=ls_li_2_3,Kamal Haasan,,,
,https://www.imdb.com/title/tt22375054/?ref_=ls_i_32,https://www.imdb.com/title/tt22375054/?ref_=ls_t_32,32. Strange Darling,2023,1h 37m,R,80,Metascore,7.0,(69K),Nothing is what it seems when a twisted one-night stand spirals into a serial killer's vicious murder spree.,Director,https://www.imdb.com/name/nm2356768/?ref_=ls_li_1_1,JT Mollner,Stars,https://www.imdb.com/name/nm2560618/?ref_=ls_li_2_1,Willa Fitzgerald,https://www.imdb.com/name/nm0973177/?ref_=ls_li_2_2,Kyle Gallner,https://www.imdb.com/name/nm2295293/?ref_=ls_li_2_3,Madisen Beaty,,,
,https://www.imdb.com/title/tt23468450/?ref_=ls_i_33,https://www.imdb.com/title/tt23468450/?ref_=ls_t_33,33. Longlegs,2024,1h 41m,R,77,Metascore,6.5,(223K),"In pursuit of a serial killer, an FBI agent uncovers a series of occult clues that she must solve to end his terrifying killing spree.",Director,https://www.imdb.com/name/nm0674020/?ref_=ls_li_1_1,Osgood Perkins,Stars,https://www.imdb.com/name/nm2140860/?ref_=ls_li_2_1,Maika Monroe,https://www.imdb.com/name/nm0000115/?ref_=ls_li_2_2,Nicolas Cage,https://www.imdb.com/name/nm0005516/?ref_=ls_li_2_3,Blair Underwood,,,
,https://www.imdb.com/title/tt29268110/?ref_=ls_i_34,https://www.imdb.com/title/tt29268110/?ref_=ls_t_34,34. Smile 2,2024,2h 7m,R,67,Metascore,6.7,(141K),"About to embark on a world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her past.",Director,https://www.imdb.com/name/nm6475689/?ref_=ls_li_1_1,Parker Finn,Stars,https://www.imdb.com/name/nm4305463/?ref_=ls_li_2_1,Naomi Scott,https://www.imdb.com/name/nm1679669/?ref_=ls_li_2_2,Rosemarie DeWitt,https://www.imdb.com/name/nm4965072/?ref_=ls_li_2_3,Lukas Gage,,,
,https://www.imdb.com/title/tt27802490/?ref_=ls_i_35,https://www.imdb.com/title/tt27802490/?ref_=ls_t_35,35. Exhuma,2024,2h 14m,,80,Metascore,6.9,(29K),The process of excavating an ominous grave unleashes dreadful consequences buried underneath.,Director,https://www.imdb.com/name/nm6940206/?ref_=ls_li_1_1,Jang Jae-hyun,Stars,https://www.imdb.com/name/nm0158856/?ref_=ls_li_2_1,Choi Min-sik,https://www.imdb.com/name/nm1954446/?ref_=ls_li_2_2,Kim Go-eun,https://www.imdb.com/name/nm1041999/?ref_=ls_li_2_3,Yoo Hai Jin,,,
,https://www.imdb.com/title/tt1684562/?ref_=ls_i_36,https://www.imdb.com/title/tt1684562/?ref_=ls_t_36,36. The Fall Guy,2024,2h 6m,PG-13,73,Metascore,6.8,(262K),"A stuntman, fresh off an almost career-ending accident, has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",Director,https://www.imdb.com/name/nm0500610/?ref_=ls_li_1_1,David Leitch,Stars,https://www.imdb.com/name/nm0331516/?ref_=ls_li_2_1,Ryan Gosling,https://www.imdb.com/name/nm1289434/?ref_=ls_li_2_2,Emily Blunt,https://www.imdb.com/name/nm1093951/?ref_=ls_li_2_3,Aaron Taylor-Johnson,,,
,https://www.imdb.com/title/tt16539454/?ref_=ls_i_37,https://www.imdb.com/title/tt16539454/?ref_=ls_t_37,37. Pushpa: The Rule - Part 2,2024,3h 21m,Not Rated,,,6.0,(67K),"As his smuggling empire grows, a brazen Pushpa longs for power and respect on his vengeful journey, while facing old rivals and new.",Director,https://www.imdb.com/name/nm1335875/?ref_=ls_li_1_1,Sukumar,Stars,https://www.imdb.com/name/nm1084853/?ref_=ls_li_2_1,Allu Arjun,https://www.imdb.com/name/nm8612305/?ref_=ls_li_2_2,Rashmika Mandanna,https://www.imdb.com/name/nm1335704/?ref_=ls_li_2_3,Fahadh Faasil,,,
,https://www.imdb.com/title/tt6263850/?ref_=ls_i_38,https://www.imdb.com/title/tt6263850/?ref_=ls_t_38,38. Deadpool & Wolverine,2024,2h 8m,R,56,Metascore,7.5,(566K),"Deadpool is offered a place in the Marvel Cinematic Universe by the Time Variance Authority, but instead recruits a variant of Wolverine to save his universe from extinction.",Director,https://www.imdb.com/name/nm0506613/?ref_=ls_li_1_1,Shawn Levy,Stars,https://www.imdb.com/name/nm0005351/?ref_=ls_li_2_1,Ryan Reynolds,https://www.imdb.com/name/nm0413168/?ref_=ls_li_2_2,Hugh Jackman,https://www.imdb.com/name/nm10128408/?ref_=ls_li_2_3,Emma Corrin,,,
,https://www.imdb.com/title/tt14539740/?ref_=ls_i_39,https://www.imdb.com/title/tt14539740/?ref_=ls_t_39,39. Godzilla X Kong: The New Empire,2024,1h 55m,PG-13,47,Metascore,6.0,(135K),"Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries.",Director,https://www.imdb.com/name/nm1417392/?ref_=ls_li_1_1,Adam Wingard,Stars,https://www.imdb.com/name/nm0356017/?ref_=ls_li_2_1,Rebecca Hall,https://www.imdb.com/name/nm3109964/?ref_=ls_li_2_2,Brian Tyree Henry,https://www.imdb.com/name/nm1405398/?ref_=ls_li_2_3,Dan Stevens,,,
,https://www.imdb.com/title/tt13433802/?ref_=ls_i_40,https://www.imdb.com/title/tt13433802/?ref_=ls_t_40,40. A Quiet Place: Day One,2024,1h 39m,PG-13,68,Metascore,6.3,(176K),A young woman named Sam finds herself trapped in New York City during the early stages of an invasion by alien creatures with ultra-sensitive hearing.,Director,https://www.imdb.com/name/nm3968825/?ref_=ls_li_1_1,Michael Sarnoski,Stars,https://www.imdb.com/name/nm2143282/?ref_=ls_li_2_1,Lupita Nyong'o,https://www.imdb.com/name/nm4806449/?ref_=ls_li_2_2,Joseph Quinn,https://www.imdb.com/name/nm1842974/?ref_=ls_li_2_3,Alex Wolff,,,
,https://www.imdb.com/title/tt5177120/?ref_=ls_i_41,https://www.imdb.com/title/tt5177120/?ref_=ls_t_41,41. The Ministry of Ungentlemanly Warfare,2024,2h 2m,R,55,Metascore,6.8,(157K),The British military recruits a small group of highly skilled soldiers to strike against German forces behind enemy lines during World War II.,Director,https://www.imdb.com/name/nm0005363/?ref_=ls_li_1_1,Guy Ritchie,Stars,https://www.imdb.com/name/nm0147147/?ref_=ls_li_2_1,Henry Cavill,https://www.imdb.com/name/nm2024927/?ref_=ls_li_2_2,Alan Ritchson,https://www.imdb.com/name/nm1641117/?ref_=ls_li_2_3,Alex Pettyfer,,,
,https://www.imdb.com/title/tt3359350/?ref_=ls_i_42,https://www.imdb.com/title/tt3359350/?ref_=ls_t_42,42. Road House,2024,2h 1m,R,57,Metascore,6.2,(185K),"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",Director,https://www.imdb.com/name/nm0510731/?ref_=ls_li_1_1,Doug Liman,Stars,https://www.imdb.com/name/nm0350453/?ref_=ls_li_2_1,Jake Gyllenhaal,https://www.imdb.com/name/nm6403016/?ref_=ls_li_2_2,Daniela Melchior,https://www.imdb.com/name/nm6135552/?ref_=ls_li_2_3,Conor McGregor,,,
