ipc-image src,ipc-lockup-overlay href,ipc-title-link-wrapper href,ipc-title__text,ipc-inline-list__item,ipc-inline-list__item (2),ipc-inline-list__item (3),sc-9fe7b0ef-0,metacritic-score-label,ipc-rating-star--rating,ipc-rating-star--voteCount,ipc-rating-star--rate,ipc-btn__text,ipc-html-content-inner-div,sc-35f5f4fb-3,ipc-link href,ipc-link,sc-35f5f4fb-3 (2),ipc-link href (2),ipc-link (2),ipc-link href (3),ipc-link (3),ipc-link href (4),ipc-link (4),ipc-html-content-inner-div (2),ipc-link href (5),ipc-link (5),ipc-link href (6),ipc-link (6)
,https://www.imdb.com/title/tt3228774/?ref_=ls_i_34,https://www.imdb.com/title/tt3228774/?ref_=ls_t_34,34. Cruella,2021,2h 14m,PG-13,59,Metascore,7.3,(296K),Rate,Mark as watched,"During the 1970s London punk rock revolution, young grifter Estella transforms herself into the raucous, revenge-bent Cruella de Vil.",Director,https://www.imdb.com/name/nm0318916/?ref_=ls_li_1_1,Craig Gillespie,Stars,https://www.imdb.com/name/nm1297015/?ref_=ls_li_2_1,Emma Stone,https://www.imdb.com/name/nm0000668/?ref_=ls_li_2_2,Emma Thompson,https://www.imdb.com/name/nm2181128/?ref_=ls_li_2_3,Joel Fry,,,,,
,https://www.imdb.com/title/tt1160419/?ref_=ls_i_35,https://www.imdb.com/title/tt1160419/?ref_=ls_t_35,35. Dune: Part One,2021,2h 35m,PG-13,74,Metascore,8.0,(1M),Rate,Mark as watched,"Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.",Director,https://www.imdb.com/name/nm0898288/?ref_=ls_li_1_1,Denis Villeneuve,Stars,https://www.imdb.com/name/nm3154303/?ref_=ls_li_2_1,Timothée Chalamet,https://www.imdb.com/name/nm0272581/?ref_=ls_li_2_2,Rebecca Ferguson,https://www.imdb.com/name/nm3918035/?ref_=ls_li_2_3,Zendaya,"I’m at least glad it is still going to play in theaters but damn it took the Batman spot. Curse you Timmy you bested Rbats again. At the same time tho the more I hear these millionaires complain that their film won’t play in theaters not because it has to save theaters but they know they will not gross the same amount of money as it would if it release only in theaters. But why can’t we have both I don’t understand it still will play in theaters but us consumers don’t want to risk our lives. I just got over my own Covid sickness and I wouldn’t wish that on anyone. So I’m not saying screw movie theaters but instead screw these Denis V, and Legendary saying we need our film on the big screen. Stop with these lies they just want money. Which hey then don’t release any more trailers or set photos or anything and push this film back next year. And if it gets release next year then let it bomb. But I still love Denis V. And this cast is amazing but whatever I’ll still can’t wait for this film cause it looks awesome.",,,,
,https://www.imdb.com/title/tt7097896/?ref_=ls_i_36,https://www.imdb.com/title/tt7097896/?ref_=ls_t_36,36. Venom: Let There Be Carnage,2021,1h 37m,PG-13,49,Metascore,5.9,(303K),Rate,Mark as watched,"Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.",Director,https://www.imdb.com/name/nm0785227/?ref_=ls_li_1_1,Andy Serkis,Stars,https://www.imdb.com/name/nm0362766/?ref_=ls_li_2_1,Tom Hardy,https://www.imdb.com/name/nm0000437/?ref_=ls_li_2_2,Woody Harrelson,https://www.imdb.com/name/nm0931329/?ref_=ls_li_2_3,Michelle Williams,Just got changed and will be one of many films supposed to come out in 2020 to now come out in 2021.,,,,
,https://www.imdb.com/title/tt6334354/?ref_=ls_i_37,https://www.imdb.com/title/tt6334354/?ref_=ls_t_37,37. The Suicide Squad,2021,2h 12m,R,72,Metascore,7.2,(458K),Rate,Mark as watched,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",Director,https://www.imdb.com/name/nm0348181/?ref_=ls_li_1_1,James Gunn,Stars,https://www.imdb.com/name/nm3053338/?ref_=ls_li_2_1,Margot Robbie,https://www.imdb.com/name/nm0252961/?ref_=ls_li_2_2,Idris Elba,https://www.imdb.com/name/nm1078479/?ref_=ls_li_2_3,John Cena,DC’s year is 2021. Well I wrote that when Black Adam and The Batman were still coming out in 2021.,,,,
,https://www.imdb.com/title/tt9376612/?ref_=ls_i_38,https://www.imdb.com/title/tt9376612/?ref_=ls_t_38,38. Shang-Chi and the Legend of the Ten Rings,2021,2h 12m,PG-13,71,Metascore,7.3,(487K),Rate,Mark as watched,"Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.",Director,https://www.imdb.com/name/nm2308774/?ref_=ls_li_1_1,Destin Daniel Cretton,Stars,https://www.imdb.com/name/nm4855517/?ref_=ls_li_2_1,Simu Liu,https://www.imdb.com/name/nm5377144/?ref_=ls_li_2_2,Awkwafina,https://www.imdb.com/name/nm0504897/?ref_=ls_li_2_3,Tony Leung Chiu-wai,,,,,
,https://www.imdb.com/title/tt8847712/?ref_=ls_i_39,https://www.imdb.com/title/tt8847712/?ref_=ls_t_39,39. The French Dispatch,2021,1h 47m,R,75,Metascore,7.1,(168K),Rate,Mark as watched,"A collection of stories published in ""The French Dispatch Magazine"" comes to life in a fictional twentieth century French city.",Director,https://www.imdb.com/name/nm0027572/?ref_=ls_li_1_1,Wes Anderson,Stars,https://www.imdb.com/name/nm0001125/?ref_=ls_li_2_1,Benicio Del Toro,https://www.imdb.com/name/nm0004778/?ref_=ls_li_2_2,Adrien Brody,https://www.imdb.com/name/nm0842770/?ref_=ls_li_2_3,Tilda Swinton,,,,,
,https://www.imdb.com/title/tt6443346/?ref_=ls_i_40,https://www.imdb.com/title/tt6443346/?ref_=ls_t_40,40. Black Adam,2022,2h 5m,PG-13,41,Metascore,6.1,(303K),Rate,Mark as watched,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",Director,https://www.imdb.com/name/nm1429471/?ref_=ls_li_1_1,Jaume Collet-Serra,Stars,https://www.imdb.com/name/nm0425005/?ref_=ls_li_2_1,Dwayne Johnson,https://www.imdb.com/name/nm0388038/?ref_=ls_li_2_2,Aldis Hodge,https://www.imdb.com/name/nm0000112/?ref_=ls_li_2_3,Pierce Brosnan,Now we are not even sure this film is coming out but they just casted their Hawkman.,,,,
,https://www.imdb.com/title/tt9032400/?ref_=ls_i_41,https://www.imdb.com/title/tt9032400/?ref_=ls_t_41,41. Eternals,2021,2h 36m,PG-13,52,Metascore,6.2,(426K),Rate,Mark as watched,"The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.",Director,https://www.imdb.com/name/nm2125482/?ref_=ls_li_1_1,Chloé Zhao,Stars,https://www.imdb.com/name/nm2110418/?ref_=ls_li_2_1,Gemma Chan,https://www.imdb.com/name/nm0534635/?ref_=ls_li_2_2,Richard Madden,https://www.imdb.com/name/nm0001401/?ref_=ls_li_2_3,Angelina Jolie,,,,,
,https://www.imdb.com/title/tt9243804/?ref_=ls_i_42,https://www.imdb.com/title/tt9243804/?ref_=ls_t_42,42. The Green Knight,2021,2h 10m,R,85,Metascore,6.6,(132K),Rate,Mark as watched,A fantasy retelling of the medieval story of Sir Gawain and the Green Knight.,Director,https://www.imdb.com/name/nm1108007/?ref_=ls_li_1_1,David Lowery,Stars,https://www.imdb.com/name/nm2353862/?ref_=ls_li_2_1,Dev Patel,https://www.imdb.com/name/nm2539953/?ref_=ls_li_2_2,Alicia Vikander,https://www.imdb.com/name/nm0249291/?ref_=ls_li_2_3,Joel Edgerton,,,,,
,https://www.imdb.com/title/tt3480822/?ref_=ls_i_43,https://www.imdb.com/title/tt3480822/?ref_=ls_t_43,43. Black Widow,2021,2h 14m,PG-13,68,Metascore,6.6,(476K),Rate,Mark as watched,Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.,Director,https://www.imdb.com/name/nm0795153/?ref_=ls_li_1_1,Cate Shortland,Stars,https://www.imdb.com/name/nm0424060/?ref_=ls_li_2_1,Scarlett Johansson,https://www.imdb.com/name/nm6073955/?ref_=ls_li_2_2,Florence Pugh,https://www.imdb.com/name/nm1092086/?ref_=ls_li_2_3,David Harbour,Come on it’s getting ridiculous at this point just push the rest of 2020 to 2021. Now it looks like Black Widow is the saving Grace for movie theaters. I can honestly say I would be fine with either one. It is just well I would hate to see this film bomb.,,,,
,https://www.imdb.com/title/tt8385148/?ref_=ls_i_44,https://www.imdb.com/title/tt8385148/?ref_=ls_t_44,44. Hitman's Wife's Bodyguard,2021,1h 40m,R,32,Metascore,6.1,(119K),Rate,Mark as watched,"The bodyguard, Michael Bryce, continues his friendship with assassin, Darius Kincaid, as they try to save Darius' wife Sonia.",Director,https://www.imdb.com/name/nm0400850/?ref_=ls_li_1_1,Patrick Hughes,Stars,https://www.imdb.com/name/nm0005351/?ref_=ls_li_2_1,Ryan Reynolds,https://www.imdb.com/name/nm0000168/?ref_=ls_li_2_2,Samuel L. Jackson,https://www.imdb.com/name/nm0000161/?ref_=ls_li_2_3,Salma Hayek,,,,,
,https://www.imdb.com/title/tt3554046/?ref_=ls_i_45,https://www.imdb.com/title/tt3554046/?ref_=ls_t_45,45. Space Jam: A New Legacy,2021,1h 55m,PG,36,Metascore,4.5,(87K),Rate,Mark as watched,"A rogue artificial intelligence kidnaps the son of famed basketball player LeBron James, who then has to work with the Looney Tunes to win a basketball game.",Director,https://www.imdb.com/name/nm0002700/?ref_=ls_li_1_1,Malcolm D. Lee,Stars,https://www.imdb.com/name/nm1429908/?ref_=ls_li_2_1,LeBron James,https://www.imdb.com/name/nm0000332/?ref_=ls_li_2_2,Don Cheadle,https://www.imdb.com/name/nm9347978/?ref_=ls_li_2_3,Cedric Joe,,,,,
,https://www.imdb.com/title/tt0870154/?ref_=ls_i_46,https://www.imdb.com/title/tt0870154/?ref_=ls_t_46,46. Jungle Cruise,2021,2h 7m,PG-13,50,Metascore,6.5,(227K),Rate,Mark as watched,A small riverboat takes a group of travelers through a jungle filled with dangerous animals.,Director,https://www.imdb.com/name/nm1429471/?ref_=ls_li_1_1,Jaume Collet-Serra,Stars,https://www.imdb.com/name/nm0425005/?ref_=ls_li_2_1,Dwayne Johnson,https://www.imdb.com/name/nm1289434/?ref_=ls_li_2_2,Emily Blunt,https://www.imdb.com/name/nm1183149/?ref_=ls_li_2_3,Edgar Ramírez,,,,,
,https://www.imdb.com/title/tt8110232/?ref_=ls_i_47,https://www.imdb.com/title/tt8110232/?ref_=ls_t_47,47. The Many Saints of Newark,2021,2h,R,60,Metascore,6.2,(69K),Rate,Mark as watched,"As rival gangsters begin to rise up and challenge the all-powerful DiMeo crime family's hold over the increasingly race-torn Newark, a young Tony Soprano is influenced by his uncle to become a all-powerful mob boss.",Director,https://www.imdb.com/name/nm0851930/?ref_=ls_li_1_1,Alan Taylor,Stars,https://www.imdb.com/name/nm0005273/?ref_=ls_li_2_1,Alessandro Nivola,https://www.imdb.com/name/nm1502434/?ref_=ls_li_2_2,Leslie Odom Jr.,https://www.imdb.com/name/nm1256532/?ref_=ls_li_2_3,Jon Bernthal,Another 2020 movie now a 2021 release.,,,,
,https://www.imdb.com/title/tt4513678/?ref_=ls_i_48,https://www.imdb.com/title/tt4513678/?ref_=ls_t_48,48. Ghostbusters: Afterlife,2021,2h 4m,PG-13,45,Metascore,7.0,(241K),Rate,Mark as watched,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",Director,https://www.imdb.com/name/nm0718646/?ref_=ls_li_1_1,Jason Reitman,Stars,https://www.imdb.com/name/nm4689420/?ref_=ls_li_2_1,Carrie Coon,https://www.imdb.com/name/nm0748620/?ref_=ls_li_2_2,Paul Rudd,https://www.imdb.com/name/nm6016511/?ref_=ls_li_2_3,Finn Wolfhard,,,,,
,https://www.imdb.com/title/tt5433138/?ref_=ls_i_49,https://www.imdb.com/title/tt5433138/?ref_=ls_t_49,49. F9: The Fast Saga,2021,2h 23m,PG-13,58,Metascore,5.2,(180K),Rate,Mark as watched,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.,Director,https://www.imdb.com/name/nm0510912/?ref_=ls_li_1_1,Justin Lin,Stars,https://www.imdb.com/name/nm0004874/?ref_=ls_li_2_1,Vin Diesel,https://www.imdb.com/name/nm0735442/?ref_=ls_li_2_2,Michelle Rodriguez,https://www.imdb.com/name/nm0108287/?ref_=ls_li_2_3,Jordana Brewster,,,,,
,https://www.imdb.com/title/tt1321510/?ref_=ls_i_50,https://www.imdb.com/title/tt1321510/?ref_=ls_t_50,50. In the Heights,2021,2h 23m,PG-13,84,Metascore,7.2,(56K),Rate,Mark as watched,"In Washington Heights, a sympathetic New York bodega owner saves every penny every day as he imagines and sings about a better life.",Director,https://www.imdb.com/name/nm0160840/?ref_=ls_li_1_1,Jon M. Chu,Stars,https://www.imdb.com/name/nm6588867/?ref_=ls_li_2_1,Anthony Ramos,https://www.imdb.com/name/nm3659660/?ref_=ls_li_2_2,Corey Hawkins,https://www.imdb.com/name/nm6051155/?ref_=ls_li_2_3,Leslie Grace,,,,,
,https://www.imdb.com/title/tt10665338/?ref_=ls_i_51,https://www.imdb.com/title/tt10665338/?ref_=ls_t_51,51. Halloween Kills,2021,1h 45m,R,42,Metascore,5.5,(108K),Rate,Mark as watched,Surviving victims of Michael Myers form a vigilante mob and vow to end his reign of terror.,Director,https://www.imdb.com/name/nm0337773/?ref_=ls_li_1_1,David Gordon Green,Stars,https://www.imdb.com/name/nm0000130/?ref_=ls_li_2_1,Jamie Lee Curtis,https://www.imdb.com/name/nm0339460/?ref_=ls_li_2_2,Judy Greer,https://www.imdb.com/name/nm5506858/?ref_=ls_li_2_3,Andi Matichak,They just announced it will be delayed. And it happened in July. The rest of the movie season for 2020 is seriously f-ed.,,,,
,https://www.imdb.com/title/tt10342730/?ref_=ls_i_52,https://www.imdb.com/title/tt10342730/?ref_=ls_t_52,52. Spiral,2021,1h 33m,R,40,Metascore,5.2,(77K),Rate,Mark as watched,"In this new chapter from the Book of Saw, a detective and his partner investigate grisly murders that are eerily reminiscent of the past.",Director,https://www.imdb.com/name/nm1135423/?ref_=ls_li_1_1,Darren Lynn Bousman,Stars,https://www.imdb.com/name/nm0001674/?ref_=ls_li_2_1,Chris Rock,https://www.imdb.com/name/nm0000168/?ref_=ls_li_2_2,Samuel L. Jackson,https://www.imdb.com/name/nm1540404/?ref_=ls_li_2_3,Max Minghella,Such a shame. I was really looking forward to this. But I’ll take waiting a whole year.,,,,
,https://www.imdb.com/title/tt5113044/?ref_=ls_i_53,https://www.imdb.com/title/tt5113044/?ref_=ls_t_53,53. Minions: The Rise of Gru,2022,1h 27m,PG,56,Metascore,6.5,(105K),Rate,Mark as watched,The untold story of one twelve-year-old's dream to become the world's greatest supervillain.,Directors,https://www.imdb.com/name/nm1556070/?ref_=ls_li_1_1,Brad Ableson,Stars,https://www.imdb.com/name/nm0049633/?ref_=ls_li_1_2,Kyle Balda,https://www.imdb.com/name/nm3646390/?ref_=ls_li_1_3,Jonathan del Val,https://www.imdb.com/name/nm0136797/?ref_=ls_li_2_1,Steve Carell,,https://www.imdb.com/name/nm1853544/?ref_=ls_li_2_2,Pierre Coffin,https://www.imdb.com/name/nm0000273/?ref_=ls_li_2_3,Alan Arkin
,https://www.imdb.com/title/tt7069210/?ref_=ls_i_54,https://www.imdb.com/title/tt7069210/?ref_=ls_t_54,54. The Conjuring: The Devil Made Me Do It,2021,1h 52m,R,53,Metascore,6.2,(169K),Rate,Mark as watched,"Arne Cheyenne Johnson stabs and murders his landlord, claiming to be under demonic possession while Ed and Lorraine Warren investigate the case and try to prove his innocence.",Director,https://www.imdb.com/name/nm1980431/?ref_=ls_li_1_1,Michael Chaves,Stars,https://www.imdb.com/name/nm0933940/?ref_=ls_li_2_1,Patrick Wilson,https://www.imdb.com/name/nm0267812/?ref_=ls_li_2_2,Vera Farmiga,https://www.imdb.com/name/nm4754741/?ref_=ls_li_2_3,Ruairi O'Connor,2021 just added another contender. It can’t come any faster.,,,,
,https://www.imdb.com/title/tt9620288/?ref_=ls_i_55,https://www.imdb.com/title/tt9620288/?ref_=ls_t_55,55. King Richard,2021,2h 24m,PG-13,76,Metascore,7.5,(170K),Rate,Mark as watched,A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard.,Director,https://www.imdb.com/name/nm3232264/?ref_=ls_li_1_1,Reinaldo Marcus Green,Stars,https://www.imdb.com/name/nm0000226/?ref_=ls_li_2_1,Will Smith,https://www.imdb.com/name/nm0254712/?ref_=ls_li_2_2,Aunjanue Ellis-Taylor,https://www.imdb.com/name/nm1256532/?ref_=ls_li_2_3,Jon Bernthal,Again just more movies now shifting release dates which I don’t know if this will affect the 2020’s Oscars but this was suppose to come out this year.,,,,
,https://www.imdb.com/title/tt6654210/?ref_=ls_i_56,https://www.imdb.com/title/tt6654210/?ref_=ls_t_56,56. Infinite,2021,1h 46m,PG-13,28,Metascore,5.5,(70K),Rate,Mark as watched,A man discovers that his hallucinations are actually visions from past lives.,Director,https://www.imdb.com/name/nm0298807/?ref_=ls_li_1_1,Antoine Fuqua,Stars,https://www.imdb.com/name/nm0000242/?ref_=ls_li_2_1,Mark Wahlberg,https://www.imdb.com/name/nm0252230/?ref_=ls_li_2_2,Chiwetel Ejiofor,https://www.imdb.com/name/nm5824400/?ref_=ls_li_2_3,Sophie Cookson,Movies that were supposed to come out in 2020 have posters and trailers now have to wait a whole year. But Infinite at least can have a fresh start and be a great movie.,,,,
,https://www.imdb.com/title/tt9347730/?ref_=ls_i_57,https://www.imdb.com/title/tt9347730/?ref_=ls_t_57,57. Candyman,2021,1h 31m,R,72,Metascore,5.9,(83K),Rate,Mark as watched,A sequel to the horror film Candyman (1992) that returns to the now-gentrified Chicago neighborhood where the legend began.,Director,https://www.imdb.com/name/nm4804442/?ref_=ls_li_1_1,Nia DaCosta,Stars,https://www.imdb.com/name/nm5584344/?ref_=ls_li_2_1,Yahya Abdul-Mateen II,https://www.imdb.com/name/nm3500582/?ref_=ls_li_2_2,Teyonah Parris,https://www.imdb.com/name/nm2805533/?ref_=ls_li_2_3,Nathan Stewart-Jarrett,,,,,
,https://www.imdb.com/title/tt6467266/?ref_=ls_i_58,https://www.imdb.com/title/tt6467266/?ref_=ls_t_58,58. Sing 2,2021,1h 50m,PG,49,Metascore,7.3,(101K),Rate,Mark as watched,Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,Directors,https://www.imdb.com/name/nm1134029/?ref_=ls_li_1_1,Garth Jennings,Stars,https://www.imdb.com/name/nm2888554/?ref_=ls_li_1_2,Christophe Lourdelet,https://www.imdb.com/name/nm0000190/?ref_=ls_li_2_1,Matthew McConaughey,https://www.imdb.com/name/nm0000702/?ref_=ls_li_2_2,Reese Witherspoon,,https://www.imdb.com/name/nm0424060/?ref_=ls_li_2_3,Scarlett Johansson,,
,https://www.imdb.com/title/tt10155932/?ref_=ls_i_59,https://www.imdb.com/title/tt10155932/?ref_=ls_t_59,59. Cinderella,2021,1h 52m,PG,41,Metascore,4.4,(50K),Rate,Mark as watched,"A modern movie musical with a bold take on the classic fairy tale. Our ambitious heroine has big dreams and with the help of her fab Godmother, she perseveres to make them come true.",Director,https://www.imdb.com/name/nm0134224/?ref_=ls_li_1_1,Kay Cannon,Stars,https://www.imdb.com/name/nm5305981/?ref_=ls_li_2_1,Camila Cabello,https://www.imdb.com/name/nm0692039/?ref_=ls_li_2_2,Billy Porter,https://www.imdb.com/name/nm5954280/?ref_=ls_li_2_3,Nicholas Galitzine,,,,,
,https://www.imdb.com/title/tt13648228/?ref_=ls_i_60,https://www.imdb.com/title/tt13648228/?ref_=ls_t_60,60. How It Ends,2021,1h 22m,R,57,Metascore,5.4,(5K),Rate,Mark as watched,"In this feel-good apocalyptic comedy, Liza (Zoe Lister-Jones) embarks on a hilarious journey through LA in hopes of making it to her last party before it all ends, running into an eclectic cast of characters along the way.",Directors,https://www.imdb.com/name/nm1830380/?ref_=ls_li_1_1,Zoe Lister-Jones,Stars,https://www.imdb.com/name/nm0918078/?ref_=ls_li_1_2,Daryl Wein,https://www.imdb.com/name/nm1830380/?ref_=ls_li_2_1,Zoe Lister-Jones,https://www.imdb.com/name/nm8314228/?ref_=ls_li_2_2,Cailee Spaeny,,https://www.imdb.com/name/nm1579753/?ref_=ls_li_2_3,Whitney Cummings,,
,https://www.imdb.com/title/tt11160650/?ref_=ls_i_61,https://www.imdb.com/title/tt11160650/?ref_=ls_t_61,61. On the Count of Three,2021,1h 26m,R,74,Metascore,7.0,(10K),Rate,Mark as watched,"Jerrod Carmichael makes his directorial debut and stars in On the Count of Three, a darkly comic feature about two best friends, Val (Carmichael) and Kevin (Christopher Abbott), on the last day of their lives.",Director,https://www.imdb.com/name/nm4273797/?ref_=ls_li_1_1,Jerrod Carmichael,Stars,https://www.imdb.com/name/nm4273797/?ref_=ls_li_2_1,Jerrod Carmichael,https://www.imdb.com/name/nm3571592/?ref_=ls_li_2_2,Christopher Abbott,https://www.imdb.com/name/nm1840504/?ref_=ls_li_2_3,Tiffany Haddish,,,,,
,https://www.imdb.com/title/tt10872600/?ref_=ls_i_62,https://www.imdb.com/title/tt10872600/?ref_=ls_t_62,62. Spider-Man: No Way Home,2021,2h 28m,PG-13,71,Metascore,8.1,(1M),Rate,Mark as watched,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear.",Director,https://www.imdb.com/name/nm1218281/?ref_=ls_li_1_1,Jon Watts,Stars,https://www.imdb.com/name/nm4043618/?ref_=ls_li_2_1,Tom Holland,https://www.imdb.com/name/nm3918035/?ref_=ls_li_2_2,Zendaya,https://www.imdb.com/name/nm1212722/?ref_=ls_li_2_3,Benedict Cumberbatch,,,,,
,https://www.imdb.com/title/tt13429362/?ref_=ls_i_63,https://www.imdb.com/title/tt13429362/?ref_=ls_t_63,63. In the Earth,2021,1h 47m,R,63,Metascore,5.1,(13K),Rate,Mark as watched,"As the world searches for a cure to a disastrous virus, a scientist and park scout venture deep in the forest for a routine equipment run.",Director,https://www.imdb.com/name/nm1296554/?ref_=ls_li_1_1,Ben Wheatley,Stars,https://www.imdb.com/name/nm2181128/?ref_=ls_li_2_1,Joel Fry,https://www.imdb.com/name/nm0790501/?ref_=ls_li_2_2,Reece Shearsmith,https://www.imdb.com/name/nm4842197/?ref_=ls_li_2_3,Hayley Squires,,,,,
,https://www.imdb.com/title/tt4244994/?ref_=ls_i_64,https://www.imdb.com/title/tt4244994/?ref_=ls_t_64,64. The Last Duel,2021,2h 32m,R,67,Metascore,7.3,(206K),Rate,Mark as watched,The knight Jean de Carrouges must settle the dispute over his wife Marguerite by challenging his former friend to a duel to the death.,Director,https://www.imdb.com/name/nm0000631/?ref_=ls_li_1_1,Ridley Scott,Stars,https://www.imdb.com/name/nm0000354/?ref_=ls_li_2_1,Matt Damon,https://www.imdb.com/name/nm3485845/?ref_=ls_li_2_2,Adam Driver,https://www.imdb.com/name/nm3069650/?ref_=ls_li_2_3,Jodie Comer,,,,,
,https://www.imdb.com/title/tt10329614/?ref_=ls_i_65,https://www.imdb.com/title/tt10329614/?ref_=ls_t_65,65. Censor,2021,1h 24m,,69,Metascore,5.9,(23K),Rate,Mark as watched,"After viewing a strangely familiar video nasty, Enid, a film censor, sets out to solve the past mystery of her sister's disappearance, embarking on a quest that dissolves the line between fiction and reality.",Director,https://www.imdb.com/name/nm3846547/?ref_=ls_li_1_1,Prano Bailey-Bond,Stars,https://www.imdb.com/name/nm4862056/?ref_=ls_li_2_1,Niamh Algar,https://www.imdb.com/name/nm0806968/?ref_=ls_li_2_2,Michael Smiley,https://www.imdb.com/name/nm1372621/?ref_=ls_li_2_3,Nicholas Burns,,,,,
,https://www.imdb.com/title/tt11083552/?ref_=ls_i_66,https://www.imdb.com/title/tt11083552/?ref_=ls_t_66,66. Wrath of Man,2021,1h 59m,R,57,Metascore,7.1,(238K),Rate,Mark as watched,A mysteriously stoic character is hired as a security guard by a cash truck company responsible for transporting a lot of money around Los Angeles each week.,Director,https://www.imdb.com/name/nm0005363/?ref_=ls_li_1_1,Guy Ritchie,Stars,https://www.imdb.com/name/nm0005458/?ref_=ls_li_2_1,Jason Statham,https://www.imdb.com/name/nm0564697/?ref_=ls_li_2_2,Holt McCallany,https://www.imdb.com/name/nm0001326/?ref_=ls_li_2_3,Josh Hartnett,,,,,
,https://www.imdb.com/title/tt5537002/?ref_=ls_i_67,https://www.imdb.com/title/tt5537002/?ref_=ls_t_67,67. Killers of the Flower Moon,2023,3h 26m,R,89,Metascore,7.5,(307K),Rate,Mark as watched,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.",Director,https://www.imdb.com/name/nm0000217/?ref_=ls_li_1_1,Martin Scorsese,Stars,https://www.imdb.com/name/nm0000138/?ref_=ls_li_2_1,Leonardo DiCaprio,https://www.imdb.com/name/nm0000134/?ref_=ls_li_2_2,Robert De Niro,https://www.imdb.com/name/nm4291409/?ref_=ls_li_2_3,Lily Gladstone,,,,,
,https://www.imdb.com/title/tt8988702/?ref_=ls_i_68,https://www.imdb.com/title/tt8988702/?ref_=ls_t_68,68. The Book of Ruth,"Releases May 5, 2026",,,,,,,,,A remarkable true story about helping those most in need during the AIDS epidemic.,Director,https://www.imdb.com/name/nm2260797/?ref_=ls_li_1_1,Michael Arden,Stars,https://www.imdb.com/name/nm0093589/?ref_=ls_li_2_1,Matt Bomer,https://www.imdb.com/name/nm2235721/?ref_=ls_li_2_2,Ruth Wilson,,,,,,,
,https://www.imdb.com/title/tt10172268/?ref_=ls_i_69,https://www.imdb.com/title/tt10172268/?ref_=ls_t_69,69. Tomb Raider 2,,,,,,,,,,Sequel to the 2018 reboot.,Director,https://www.imdb.com/name/nm3207866/?ref_=ls_li_1_1,Misha Green,,,,,,,,,,,,
,https://www.imdb.com/title/tt5535276/?ref_=ls_i_70,https://www.imdb.com/title/tt5535276/?ref_=ls_t_70,70. Maestro,2023,2h 9m,R,77,Metascore,6.5,(69K),Rate,Mark as watched,This love story chronicles the lifelong relationship of conductor-composer Leonard Bernstein and actress Felicia Montealegre Cohn Bernstein.,Director,https://www.imdb.com/name/nm0177896/?ref_=ls_li_1_1,Bradley Cooper,Stars,https://www.imdb.com/name/nm1659547/?ref_=ls_li_2_1,Carey Mulligan,https://www.imdb.com/name/nm0177896/?ref_=ls_li_2_2,Bradley Cooper,https://www.imdb.com/name/nm0093589/?ref_=ls_li_2_3,Matt Bomer,,,,,
,https://www.imdb.com/title/tt10310074/?ref_=ls_i_71,https://www.imdb.com/title/tt10310074/?ref_=ls_t_71,71. True Things,2021,1h 42m,,68,Metascore,5.9,(2.1K),Rate,Mark as watched,It follows a young woman living on the fringes of society who becomes intoxicated by a stranger who overwhelms her quiet life.,Director,https://www.imdb.com/name/nm1500880/?ref_=ls_li_1_1,Harry Wootliff,Stars,https://www.imdb.com/name/nm2235721/?ref_=ls_li_2_1,Ruth Wilson,https://www.imdb.com/name/nm0121895/?ref_=ls_li_2_2,Tom Burke,https://www.imdb.com/name/nm4842197/?ref_=ls_li_2_3,Hayley Squires,,,,,
