ipc-image src,ipc-lockup-overlay href,ipc-title-link-wrapper href,ipc-title__text,ipc-inline-list__item,ipc-inline-list__item (2),ipc-inline-list__item (3),sc-9fe7b0ef-0,metacritic-score-label,ipc-rating-star--rating,ipc-rating-star--voteCount,ipc-rating-star--rate,ipc-btn__text,ipc-html-content-inner-div,sc-35f5f4fb-3,ipc-link href,ipc-link,sc-35f5f4fb-3 (2),ipc-link href (2),ipc-link (2),ipc-link href (3),ipc-link (3),ipc-link href (4),ipc-link (4),ipc-html-content-inner-div (2),ipc-link href (5),ipc-link (5),ipc-link href (6),ipc-link (6)
,https://www.imdb.com/title/tt11976532/?ref_=ls_i_72,https://www.imdb.com/title/tt11976532/?ref_=ls_t_72,72. Vengeance,2022,1h 47m,R,65,Metascore,6.8,(42K),Rate,Mark as watched,A writer from New York City attempts to solve the murder of a girl he hooked up with and travels down south to investigate the circumstances of her death and discover what happened to her.,Director,https://www.imdb.com/name/nm1145983/?ref_=ls_li_1_1,B.J. Novak,Stars,https://www.imdb.com/name/nm1145983/?ref_=ls_li_2_1,B.J. Novak,https://www.imdb.com/name/nm2933542/?ref_=ls_li_2_2,Boyd Holbrook,https://www.imdb.com/name/nm3006818/?ref_=ls_li_2_3,Lio Tipton,,,,,
,https://www.imdb.com/title/tt9848626/?ref_=ls_i_73,https://www.imdb.com/title/tt9848626/?ref_=ls_t_73,73. Hotel Transylvania 4: Transformania,2022,1h 27m,PG,46,Metascore,6.0,(47K),Rate,Mark as watched,"After one experiment, Johnny turns into a monster and everyone else becomes human. Now it has to be seen whether they will be able to reverse this experiment.",Directors,https://www.imdb.com/name/nm0238757/?ref_=ls_li_1_1,Derek Drymon,Stars,https://www.imdb.com/name/nm5844211/?ref_=ls_li_1_2,Jennifer Kluska,https://www.imdb.com/name/nm1676221/?ref_=ls_li_2_1,Andy Samberg,https://www.imdb.com/name/nm1411125/?ref_=ls_li_2_2,Selena Gomez,,https://www.imdb.com/name/nm1063517/?ref_=ls_li_2_3,Kathryn Hahn,,
,https://www.imdb.com/title/tt13651632/?ref_=ls_i_74,https://www.imdb.com/title/tt13651632/?ref_=ls_t_74,74. Night Stalker: The Hunt for a Serial Killer,2021,TV-MA,TV Mini Series,,,7.5,(34K),Rate,Mark as watched,This limited docu-series tells the true story of how one of the most notorious serial killers in American history was hunted down and brought to justice.,Stars,https://www.imdb.com/name/nm2374093/?ref_=ls_li_1_1,Frank Salerno,,https://www.imdb.com/name/nm2479383/?ref_=ls_li_1_2,Gil Carrillo,https://www.imdb.com/name/nm4278636/?ref_=ls_li_1_3,Tony Valdez,,,"I am becoming a Tiller Russel fan because his crime documentaries are just amazing. You get sucked in and can’t stop watching. He usually does movies which The Seven Five have been a movie but here is a 4 part documentary series that is not about Richard Ramirez. I mean it is about his actions and the detectives that are going after him. That’s why we start from the beginning which we go only off the detectives. As the documentary goes on we know just as much as the detectives do. You also get the feeling just how long this investigation took. This didn’t happen over night with one or two smart detectives, this took a long time and a team effort which is something I found so refreshing. I’m tired of watching this glorification of these monsters now it just switches over to the real people who took these evil, vile, people down. I love it.
10/10",,,,
,https://www.imdb.com/title/tt9112152/?ref_=ls_i_75,https://www.imdb.com/title/tt9112152/?ref_=ls_t_75,75. The Investigation,2020,TV Mini Series,,,,7.6,(8.6K),Rate,Mark as watched,"Copenhagen Police's Homicide unit, headed by Jens Møller, tries to solve the murder of Swedish journalist Kim Wall.",Stars,https://www.imdb.com/name/nm0540038/?ref_=ls_li_1_1,Søren Malling,,https://www.imdb.com/name/nm1561982/?ref_=ls_li_1_2,Pilou Asbæk,https://www.imdb.com/name/nm0000278/?ref_=ls_li_1_3,Pernilla August,,,Man I can’t wait to finish this show. I have no idea how it ends where it goes I just watched the first episode because it is true crime so I wanted to watch a true crime investigation story not told as a documentary or even as a film. Plus I love the director and his team’s work in the past so I really want to see where this goes.,,,,
,https://www.imdb.com/title/tt9208876/?ref_=ls_i_76,https://www.imdb.com/title/tt9208876/?ref_=ls_t_76,76. The Falcon and the Winter Soldier,2021,TV-14,TV Mini Series,,,7.1,(280K),Rate,Mark as watched,"Following the events of 'Avengers: Endgame,' Sam Wilson/Falcon and Bucky Barnes/Winter Soldier team up in a global adventure that tests their abilities -- and their patience.",Creator,https://www.imdb.com/name/nm1173259/?ref_=ls_li_1_1,Malcolm Spellman,Stars,https://www.imdb.com/name/nm1107001/?ref_=ls_li_2_1,Anthony Mackie,https://www.imdb.com/name/nm1659221/?ref_=ls_li_2_2,Sebastian Stan,https://www.imdb.com/name/nm0751518/?ref_=ls_li_2_3,Wyatt Russell,First episode is really good.,,,,
,https://www.imdb.com/title/tt13087512/?ref_=ls_i_77,https://www.imdb.com/title/tt13087512/?ref_=ls_t_77,77. Last Chance U: Basketball,2021–,TV-MA,TV Series,,,8.3,(3.9K),Rate,Mark as watched,Explore an honest and gritty look inside the world of community college basketball.,Stars,https://www.imdb.com/name/nm14341113/?ref_=ls_li_1_1,Dezmond Washington,,https://www.imdb.com/name/nm13769368/?ref_=ls_li_1_2,John Mosley,https://www.imdb.com/name/nm14341148/?ref_=ls_li_1_3,Kenneth Hunter,,,"This is one of my favorite shows and when they switched up the sports I was excited to see what they were going to do with basketball. It is more of the same work you have seen before just a different sport. But I have to say it is all about these players. No matter how good athletes these guys may be it can’t measure up to how many obstacles these young adults have put themselves through. Some of these guys have been put through the ringer like most of the kids in the past seasons they all have and unfortunately only a small percentage can make out and make something of themselves. I guess that is what gravitates me towards this show. Seeing true underdogs. Not just movie underdogs where it ends on a huge happy and colorful note, no we know the story by heart and it is just as hard to watch as it is to even think about. Along with being a coach for these guys must also be hell. They say it in the show that these coaches at CC don’t make shit. But they might even have a harder job than any coach in the league. So yeah I can’t wait for this show to evolve and get better because yes it is more of the same stuff but it is a great watch.
10/10",,,,
,https://www.imdb.com/title/tt9140560/?ref_=ls_i_78,https://www.imdb.com/title/tt9140560/?ref_=ls_t_78,78. WandaVision,2021,TV-PG,TV Mini Series,,,7.9,(415K),Rate,Mark as watched,"Blends the style of classic sitcoms with the MCU, in which Wanda Maximoff and Vision - two super-powered beings living their ideal suburban lives - begin to suspect that everything is not as it seems.",Creator,https://www.imdb.com/name/nm2356614/?ref_=ls_li_1_1,Jac Schaeffer,Stars,https://www.imdb.com/name/nm0647634/?ref_=ls_li_2_1,Elizabeth Olsen,https://www.imdb.com/name/nm0079273/?ref_=ls_li_2_2,Paul Bettany,https://www.imdb.com/name/nm1063517/?ref_=ls_li_2_3,Kathryn Hahn,"After the first 2 episodes if you are not hooked I can fully say wait to episode 3. I have to say I may geek out and I understand this is not groundbreaking, but this is so amazing to see. Actors who portrayed these characters in the movies are coming to the smallish screen on a streaming service. This is so awesome to see. Even before pushing play I was so fascinated to see how they will pull this off. And with the first two episodes they nail it. Can’t wait to see more.

It does get better but towards the last episode it does faulted. But and a big but (pun intended) this is still an incredible show that tackles some subject matters intended for an audience who have watched this story from the beginning to understand exactly what is going on with Wanda. Vision presence here is nothing to sneeze at either he is providing just as emotional weight on par with Wanda. Until the later episodes where Elizabeth Olsen completely nails some of the most gut punching reveals I have ever seen. A great show with a speed bump of an ending but the journey is something I enjoyed. Bring on FATWS

10/10",,,,
,https://www.imdb.com/title/tt5460226/?ref_=ls_i_79,https://www.imdb.com/title/tt5460226/?ref_=ls_t_79,79. Search Party,2016–2022,TV-MA,TV Series,,,7.6,(15K),Rate,Mark as watched,Search Party is a dark comedy about four self-absorbed twenty-somethings who become entangled in an ominous mystery when a former college acquaintance suddenly disappears.,Creators,https://www.imdb.com/name/nm3975695/?ref_=ls_li_1_1,Sarah-Violet Bliss,Stars,https://www.imdb.com/name/nm4054218/?ref_=ls_li_1_2,Charles Rogers,https://www.imdb.com/name/nm0795290/?ref_=ls_li_1_3,Michael Showalter,https://www.imdb.com/name/nm0790057/?ref_=ls_li_2_1,Alia Shawkat,Season 4. It is off to a good start. And I’m actually glad that they are continuing with this show because I thought I was the only one who watches this show. It is hilarious.,https://www.imdb.com/name/nm6324745/?ref_=ls_li_2_2,John Reynolds,https://www.imdb.com/name/nm4696553/?ref_=ls_li_2_3,John Early
,https://www.imdb.com/title/tt8772296/?ref_=ls_i_80,https://www.imdb.com/title/tt8772296/?ref_=ls_t_80,80. Euphoria,2019–2026,TV-MA,TV Series,,,8.2,(300K),Rate,Mark as watched,"A group of teenagers experience the ups and downs of love and friendship in a world of social networks, sex, drugs, and violence.",Creator,https://www.imdb.com/name/nm0506094/?ref_=ls_li_1_1,Sam Levinson,Stars,https://www.imdb.com/name/nm3918035/?ref_=ls_li_2_1,Zendaya,https://www.imdb.com/name/nm9476408/?ref_=ls_li_2_2,Hunter Schafer,https://www.imdb.com/name/nm2654829/?ref_=ls_li_2_3,Maude Apatow,The Jules episode. It’s okay. 7.5/10,,,,
,https://www.imdb.com/title/tt7221388/?ref_=ls_i_81,https://www.imdb.com/title/tt7221388/?ref_=ls_t_81,81. Cobra Kai,2018–2025,TV-14,TV Series,,,8.4,(243K),Rate,Mark as watched,"Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.",Creators,https://www.imdb.com/name/nm0372222/?ref_=ls_li_1_1,Josh Heald,Stars,https://www.imdb.com/name/nm1375358/?ref_=ls_li_1_2,Jon Hurwitz,https://www.imdb.com/name/nm1376383/?ref_=ls_li_1_3,Hayden Schlossberg,https://www.imdb.com/name/nm0001494/?ref_=ls_li_2_1,Ralph Macchio,Season 3- this might trigger some people but I do think the further we go along with this series I think it is getting more racist. I have always found this show racist but I let it go. But now to me it is getting more and more racist. But the show is still pretty good.,https://www.imdb.com/name/nm0951420/?ref_=ls_li_2_2,William Zabka,https://www.imdb.com/name/nm1136435/?ref_=ls_li_2_3,Courtney Henggeler
,https://www.imdb.com/title/tt3032476/?ref_=ls_i_82,https://www.imdb.com/title/tt3032476/?ref_=ls_t_82,82. Better Call Saul,2015–2022,TV-MA,TV Series,,,9.0,(832K),Rate,Mark as watched,"Albuquerque lawyer Jimmy McGill scrapes for clients and respect, but every win drags him closer to shady deals, dangerous players, and the alter ego Saul Goodman.",Creators,https://www.imdb.com/name/nm0319213/?ref_=ls_li_1_1,Vince Gilligan,Stars,https://www.imdb.com/name/nm0332467/?ref_=ls_li_1_2,Peter Gould,https://www.imdb.com/name/nm0644022/?ref_=ls_li_2_1,Bob Odenkirk,https://www.imdb.com/name/nm0781533/?ref_=ls_li_2_2,Rhea Seehorn,Season 6,https://www.imdb.com/name/nm0052186/?ref_=ls_li_2_3,Jonathan Banks,,
,https://www.imdb.com/title/tt4574334/?ref_=ls_i_83,https://www.imdb.com/title/tt4574334/?ref_=ls_t_83,83. Stranger Things,2016–2025,TV-MA,TV Series,,,8.6,(1.7M),Rate,Mark as watched,"In 1980s Indiana, a group of young friends witness supernatural forces and secret government exploits. As they search for answers, the children unravel a series of extraordinary mysteries.",Creators,https://www.imdb.com/name/nm1819972/?ref_=ls_li_1_1,Matt Duffer,Stars,https://www.imdb.com/name/nm1819973/?ref_=ls_li_1_2,Ross Duffer,https://www.imdb.com/name/nm5611121/?ref_=ls_li_2_1,Millie Bobby Brown,https://www.imdb.com/name/nm6016511/?ref_=ls_li_2_2,Finn Wolfhard,Season 4,https://www.imdb.com/name/nm0000213/?ref_=ls_li_2_3,Winona Ryder,,
,https://www.imdb.com/title/tt5180504/?ref_=ls_i_84,https://www.imdb.com/title/tt5180504/?ref_=ls_t_84,84. The Witcher,2019–,TV-MA,TV Series,,,7.8,(620K),Rate,Mark as watched,"Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.",Creator,https://www.imdb.com/name/nm1274355/?ref_=ls_li_1_1,Lauren Schmidt Hissrich,Stars,https://www.imdb.com/name/nm8463347/?ref_=ls_li_2_1,Freya Allan,https://www.imdb.com/name/nm9923141/?ref_=ls_li_2_2,Anya Chalotra,https://www.imdb.com/name/nm1181180/?ref_=ls_li_2_3,Eamon Farren,Season 2,,,,
,https://www.imdb.com/title/tt1190634/?ref_=ls_i_85,https://www.imdb.com/title/tt1190634/?ref_=ls_t_85,85. The Boys,2019–2026,TV-MA,TV Series,,,8.6,(860K),Rate,Mark as watched,A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,Creator,https://www.imdb.com/name/nm0471392/?ref_=ls_li_1_1,Eric Kripke,Stars,https://www.imdb.com/name/nm0881631/?ref_=ls_li_2_1,Karl Urban,https://www.imdb.com/name/nm4425051/?ref_=ls_li_2_2,Jack Quaid,https://www.imdb.com/name/nm1102278/?ref_=ls_li_2_3,Antony Starr,Season 3,,,,
,https://www.imdb.com/title/tt9140554/?ref_=ls_i_86,https://www.imdb.com/title/tt9140554/?ref_=ls_t_86,86. Loki,2021–2023,TV-14,TV Series,,,8.2,(471K),Rate,Mark as watched,The mercurial villain Loki resumes his role as the God of Mischief in a new series that takes place after the events of “Avengers: Endgame.”,Creator,https://www.imdb.com/name/nm5642271/?ref_=ls_li_1_1,Michael Waldron,Stars,https://www.imdb.com/name/nm1089991/?ref_=ls_li_2_1,Tom Hiddleston,https://www.imdb.com/name/nm0005562/?ref_=ls_li_2_2,Owen Wilson,https://www.imdb.com/name/nm1620545/?ref_=ls_li_2_3,Sophia Di Martino,,,,,
,https://www.imdb.com/title/tt5232792/?ref_=ls_i_87,https://www.imdb.com/title/tt5232792/?ref_=ls_t_87,87. Lost in Space,2018–2021,TV-PG,TV Series,,,7.3,(113K),Rate,Mark as watched,"After crash-landing on an alien planet, the Robinson family fight against all odds to survive and escape, but they're surrounded by hidden dangers.",Creators,https://www.imdb.com/name/nm0000740/?ref_=ls_li_1_1,Irwin Allen,Stars,https://www.imdb.com/name/nm1948885/?ref_=ls_li_1_2,Matt Sazama,https://www.imdb.com/name/nm2332952/?ref_=ls_li_1_3,Burk Sharpless,https://www.imdb.com/name/nm0662504/?ref_=ls_li_2_1,Molly Parker,Season 3,https://www.imdb.com/name/nm0827170/?ref_=ls_li_2_2,Toby Stephens,https://www.imdb.com/name/nm3069420/?ref_=ls_li_2_3,Maxwell Jenkins
,https://www.imdb.com/title/tt6315640/?ref_=ls_i_88,https://www.imdb.com/title/tt6315640/?ref_=ls_t_88,88. Atypical,2017–2021,TV-MA,TV Series,,,8.2,(114K),Rate,Mark as watched,"Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, which sets Sam's mom on her own life-changing path as her son seeks more independence.",Creator,https://www.imdb.com/name/nm1968720/?ref_=ls_li_1_1,Robia Rashid,Stars,https://www.imdb.com/name/nm0000492/?ref_=ls_li_2_1,Jennifer Jason Leigh,https://www.imdb.com/name/nm1507857/?ref_=ls_li_2_2,Keir Gilchrist,https://www.imdb.com/name/nm6617420/?ref_=ls_li_2_3,Jack Haven,Season 4,,,,
,https://www.imdb.com/title/tt7767422/?ref_=ls_i_89,https://www.imdb.com/title/tt7767422/?ref_=ls_t_89,89. Sex Education,2019–2023,TV-MA,TV Series,,,8.2,(397K),Rate,Mark as watched,A teenage boy with a sex-therapist mother teams up with a high-school classmate to set up an underground sex-therapy clinic at school.,Creator,https://www.imdb.com/name/nm5677403/?ref_=ls_li_1_1,Laurie Nunn,Stars,https://www.imdb.com/name/nm2633535/?ref_=ls_li_2_1,Asa Butterfield,https://www.imdb.com/name/nm0000096/?ref_=ls_li_2_2,Gillian Anderson,https://www.imdb.com/name/nm6967441/?ref_=ls_li_2_3,Ncuti Gatwa,Season 3,,,,
,https://www.imdb.com/title/tt7335184/?ref_=ls_i_90,https://www.imdb.com/title/tt7335184/?ref_=ls_t_90,90. You,2018–2025,TV-MA,TV Series,,,7.6,(367K),Rate,Mark as watched,A charming and intense young man inserts himself into the lives of women who fascinate him.,Creators,https://www.imdb.com/name/nm0075528/?ref_=ls_li_1_1,Greg Berlanti,Stars,https://www.imdb.com/name/nm1571148/?ref_=ls_li_1_2,Sera Gamble,https://www.imdb.com/name/nm0046112/?ref_=ls_li_2_1,Penn Badgley,https://www.imdb.com/name/nm6442992/?ref_=ls_li_2_2,Victoria Pedretti,Season 3,https://www.imdb.com/name/nm2492359/?ref_=ls_li_2_3,Charlotte Ritchie,,
,https://www.imdb.com/title/tt5834204/?ref_=ls_i_91,https://www.imdb.com/title/tt5834204/?ref_=ls_t_91,91. The Handmaid's Tale,2017–2025,TV-MA,TV Series,,,8.3,(297K),Rate,Mark as watched,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.",Creator,https://www.imdb.com/name/nm0588005/?ref_=ls_li_1_1,Bruce Miller,Stars,https://www.imdb.com/name/nm0005253/?ref_=ls_li_2_1,Elisabeth Moss,https://www.imdb.com/name/nm2088803/?ref_=ls_li_2_2,Yvonne Strahovski,https://www.imdb.com/name/nm0235652/?ref_=ls_li_2_3,Ann Dowd,Season 4,,,,
,https://www.imdb.com/title/tt10160804/?ref_=ls_i_92,https://www.imdb.com/title/tt10160804/?ref_=ls_t_92,92. Hawkeye,2021,TV-14,TV Mini Series,,,7.4,(243K),Rate,Mark as watched,"Clint Barton aka Hawkeye has the mission to get back to his family for Christmas. But when a threat from his past shows up, Hawkeye reluctantly teams up with Kate Bishop, a skilled archer and his biggest fan, to unravel a conspiracy.",Creator,https://www.imdb.com/name/nm4131127/?ref_=ls_li_1_1,Jonathan Igla,Stars,https://www.imdb.com/name/nm0719637/?ref_=ls_li_2_1,Jeremy Renner,https://www.imdb.com/name/nm2794962/?ref_=ls_li_2_2,Hailee Steinfeld,https://www.imdb.com/name/nm6073955/?ref_=ls_li_2_3,Florence Pugh,,,,,
,https://www.imdb.com/title/tt10857164/?ref_=ls_i_93,https://www.imdb.com/title/tt10857164/?ref_=ls_t_93,93. Ms. Marvel,2022,TV-PG,TV Mini Series,,,6.2,(131K),Rate,Mark as watched,"Kamala, a superhero fan with an imagination--particularly when it comes to Captain Marvel--feels like she doesn't fit in at school and sometimes even at home, that is until she gets superpowers like the heroes she admires.",Creator,https://www.imdb.com/name/nm9946590/?ref_=ls_li_1_1,Bisha K. Ali,Stars,https://www.imdb.com/name/nm11940123/?ref_=ls_li_2_1,Iman Vellani,https://www.imdb.com/name/nm3292692/?ref_=ls_li_2_2,Matt Lintz,https://www.imdb.com/name/nm2801210/?ref_=ls_li_2_3,Zenobia Shroff,,,,,
,https://www.imdb.com/title/tt8494614/?ref_=ls_i_94,https://www.imdb.com/title/tt8494614/?ref_=ls_t_94,94. Awkwafina Is Nora from Queens,2020–,TV-MA,TV Series,,,7.5,(7.4K),Rate,Mark as watched,"With help from her dad and grandmother, Nora Lum navigates young adulthood in Flushing, New York with her cousin.",Creators,https://www.imdb.com/name/nm5377144/?ref_=ls_li_1_1,Awkwafina,Stars,https://www.imdb.com/name/nm4183757/?ref_=ls_li_1_2,Teresa Hsiao,https://www.imdb.com/name/nm5377144/?ref_=ls_li_2_1,Awkwafina,https://www.imdb.com/name/nm0157937/?ref_=ls_li_2_2,Lori Tan Chinn,Season 2,https://www.imdb.com/name/nm0000703/?ref_=ls_li_2_3,BD Wong,,
,https://www.imdb.com/title/tt10168312/?ref_=ls_i_95,https://www.imdb.com/title/tt10168312/?ref_=ls_t_95,95. What If...?,2021–2024,TV-14,TV Series,,,7.3,(160K),Rate,Mark as watched,"Exploring pivotal moments from the Marvel Cinematic Universe and turning them on their head, leading the audience into uncharted territory.",Stars,https://www.imdb.com/name/nm0942482/?ref_=ls_li_1_1,Jeffrey Wright,,https://www.imdb.com/name/nm0235261/?ref_=ls_li_1_2,Terri Douglas,https://www.imdb.com/name/nm0003214/?ref_=ls_li_1_3,Matthew Wood,,,,,,,
,https://www.imdb.com/title/tt13119450/?ref_=ls_i_96,https://www.imdb.com/title/tt13119450/?ref_=ls_t_96,96. God of War: Ragnarök,2022,M,Video Game,,,9.5,(26K),Rate,Mark as watched,"Kratos and his son Atreus face the oncoming Norse apocalypse, Ragnarok.",Directors,https://www.imdb.com/name/nm0055194/?ref_=ls_li_1_1,Cory Barlog,Stars,https://www.imdb.com/name/nm2161629/?ref_=ls_li_1_2,Eric Williams,https://www.imdb.com/name/nm0431895/?ref_=ls_li_2_1,Christopher Judge,https://www.imdb.com/name/nm0084426/?ref_=ls_li_2_2,Danielle Bisutti,Holy crap okay this is as close to a second of my most anticipated game of 2021 so whichever one comes out first this or RE8 is the reason why I will be getting a PS5. But it seems like RE8 will come out first. But I love GOW 2018 and hopefully this will be just as good as that game. I was late to hype train when it first came out so now I’m glued to this game ever move waiting for this thing to come out. Even this poster gets me more hype.,https://www.imdb.com/name/nm6129779/?ref_=ls_li_2_3,Sunny Suljic,,
,https://www.imdb.com/title/tt12497042/?ref_=ls_i_97,https://www.imdb.com/title/tt12497042/?ref_=ls_t_97,97. Resident Evil Village,2021,M,Video Game,,,8.6,(11K),Rate,Mark as watched,Ethan Winters' world suddenly comes crashing down when Chris Redfield's appearance sets off a chain of events that ultimately leads him to a mysterious village.,Directors,https://www.imdb.com/name/nm10334872/?ref_=ls_li_1_1,Morimasa Sato,Stars,https://www.imdb.com/name/nm0949440/?ref_=ls_li_1_2,America Young,https://www.imdb.com/name/nm2458699/?ref_=ls_li_2_1,Todd Soley,https://www.imdb.com/name/nm2058676/?ref_=ls_li_2_2,Katie O'Hagan,My number one anticipated game of 2021. This game looks sick and I am personally okay with continuing with Ethan and Mia’s story. I love the title village is haunting also what they have shown us has made me even more hype than ever before. So when this is release I will definitely be getting a PS5. May can’t come fast enough. The new trailers and game play have been amazing. And tall Vampire lady with her three daughters yes please. I’ll be fine being stuck in that mansion with them for a long period of time.,https://www.imdb.com/name/nm1797878/?ref_=ls_li_2_3,Jeff Schine,,
,https://www.imdb.com/title/tt12496904/?ref_=ls_i_98,https://www.imdb.com/title/tt12496904/?ref_=ls_t_98,98. Horizon Forbidden West,2022,T,Video Game,,,8.8,(8.7K),Rate,Mark as watched,Aloy treks into an arcane region and faces new hostile enemies and threats in search of a way to heal the world from a deadly blight and catastrophic storms.,Directors,https://www.imdb.com/name/nm3778043/?ref_=ls_li_1_1,Ismaël Auray,Stars,https://www.imdb.com/name/nm2767894/?ref_=ls_li_1_2,Mathijs de Jonge,https://www.imdb.com/name/nm3950075/?ref_=ls_li_2_1,Ashly Burch,https://www.imdb.com/name/nm3025293/?ref_=ls_li_2_2,John Macmillan,I like the first game and have fun with the gameplay and found the story interesting. So I have a feeling this sequel might actually pick things up where HZD left off. It might actually improve with some of the minor problems I had with the first game so I’m hoping for this game to rock.,https://www.imdb.com/name/nm0263890/?ref_=ls_li_2_3,Lesley Ewen,,
