ipc-image src,ipc-lockup-overlay href,ipc-title-link-wrapper href,ipc-title__text,ipc-inline-list__item,ipc-inline-list__item (2),ipc-inline-list__item (3),sc-9fe7b0ef-0,ipc-rating-star--rating,ipc-rating-star--voteCount,ipc-html-content-inner-div,sc-35f5f4fb-3,ipc-link href,ipc-link,ipc-link href (2),ipc-link (2),ipc-link href (3),ipc-link (3),ipc-link href (4),ipc-link (4),ipc-link href (5),ipc-link (5)
,https://www.imdb.com/title/tt23149780/?ref_=ls_i_31,https://www.imdb.com/title/tt23149780/?ref_=ls_t_31,31. Eden,2024,2h 9m,R,58,6.5,(44K),"Based on a factual account of a group of outsiders who settle on a remote island only to discover their greatest threat isn't the brutal climate or deadly wildlife, but each other.",Director,https://www.imdb.com/name/nm0000165/?ref_=ls_li_1_1,Ron Howard,https://www.imdb.com/name/nm0000179/?ref_=ls_li_2_1,Jude Law,https://www.imdb.com/name/nm1869101/?ref_=ls_li_2_2,Ana de Armas,https://www.imdb.com/name/nm3948952/?ref_=ls_li_2_3,Vanessa Kirby,,
,https://www.imdb.com/title/tt10374610/?ref_=ls_i_32,https://www.imdb.com/title/tt10374610/?ref_=ls_t_32,32. The Long Walk,2025,1h 48m,R,71,6.7,(113K),"A group of teenage boys compete in an annual contest known as ""The Long Walk,"" in which they must maintain a certain walking speed or get shot.",Director,https://www.imdb.com/name/nm1349376/?ref_=ls_li_1_1,Francis Lawrence,https://www.imdb.com/name/nm11866274/?ref_=ls_li_2_1,Cooper Hoffman,https://www.imdb.com/name/nm9657438/?ref_=ls_li_2_2,David Jonsson,https://www.imdb.com/name/nm6136318/?ref_=ls_li_2_3,Garrett Wareing,,
,https://www.imdb.com/title/tt14107334/?ref_=ls_i_33,https://www.imdb.com/title/tt14107334/?ref_=ls_t_33,33. The Running Man,2025,2h 13m,R,56,6.4,(96K),"A man joins a game show in which contestants, allowed to flee anywhere in the world, are pursued by ""hunters"" hired to kill them.",Director,https://www.imdb.com/name/nm0942367/?ref_=ls_li_1_1,Edgar Wright,https://www.imdb.com/name/nm1412974/?ref_=ls_li_2_1,Glen Powell,https://www.imdb.com/name/nm16724589/?ref_=ls_li_2_2,Alyssa Benn,https://www.imdb.com/name/nm16724588/?ref_=ls_li_2_3,Sienna Benn,,
,https://www.imdb.com/title/tt32376165/?ref_=ls_i_34,https://www.imdb.com/title/tt32376165/?ref_=ls_t_34,34. A House of Dynamite,2025,1h 52m,R,75,6.4,(116K),"When a single, unattributed missile is launched at the United States, a race begins to determine who is responsible and how to respond.",Director,https://www.imdb.com/name/nm0000941/?ref_=ls_li_1_1,Kathryn Bigelow,https://www.imdb.com/name/nm0252961/?ref_=ls_li_2_1,Idris Elba,https://www.imdb.com/name/nm0272581/?ref_=ls_li_2_2,Rebecca Ferguson,https://www.imdb.com/name/nm2773059/?ref_=ls_li_2_3,Gabriel Basso,,
,https://www.imdb.com/title/tt1493274/?ref_=ls_i_35,https://www.imdb.com/title/tt1493274/?ref_=ls_t_35,35. Caught Stealing,2025,1h 47m,R,65,6.8,(81K),"When his neighbor asks him to take care of his cat, a former baseball prodigy now working as a bartender finds himself in the middle of gangsters without knowing why. He must use all his cunning to survive and understand what is happening.",Director,https://www.imdb.com/name/nm0004716/?ref_=ls_li_1_1,Darren Aronofsky,https://www.imdb.com/name/nm2581521/?ref_=ls_li_2_1,Austin Butler,https://www.imdb.com/name/nm0005093/?ref_=ls_li_2_2,Regina King,https://www.imdb.com/name/nm2368789/?ref_=ls_li_2_3,Zoë Kravitz,,
,https://www.imdb.com/title/tt32246771/?ref_=ls_i_36,https://www.imdb.com/title/tt32246771/?ref_=ls_t_36,36. Bring Her Back,2025,1h 44m,R,75,7.1,(123K),A brother and sister uncover a terrifying ritual at the secluded home of their new foster mother.,Directors,https://www.imdb.com/name/nm4053334/?ref_=ls_li_1_1,Danny Philippou,https://www.imdb.com/name/nm4073140/?ref_=ls_li_1_2,Michael Philippou,https://www.imdb.com/name/nm7811397/?ref_=ls_li_2_1,Billy Barratt,https://www.imdb.com/name/nm1020089/?ref_=ls_li_2_2,Sally Hawkins,https://www.imdb.com/name/nm12582429/?ref_=ls_li_2_3,Mischa Heywood
,https://www.imdb.com/title/tt36463894/?ref_=ls_i_37,https://www.imdb.com/title/tt36463894/?ref_=ls_t_37,37. Predator: Killer of Killers,2025,1h 25m,R,78,7.4,(60K),Three of the fiercest warriors in human history become prey to the ultimate killer of killers.,Directors,https://www.imdb.com/name/nm0870469/?ref_=ls_li_1_1,Dan Trachtenberg,https://www.imdb.com/name/nm1945519/?ref_=ls_li_1_2,Joshua Wassung,https://www.imdb.com/name/nm0000299/?ref_=ls_li_2_1,Michael Biehn,https://www.imdb.com/name/nm0168339/?ref_=ls_li_2_2,Doug Cockle,https://www.imdb.com/name/nm0327779/?ref_=ls_li_2_3,Rick Gonzalez
,https://www.imdb.com/title/tt3402138/?ref_=ls_i_38,https://www.imdb.com/title/tt3402138/?ref_=ls_t_38,38. The Naked Gun,2025,1h 25m,PG-13,75,6.3,(126K),"Following in his father's footsteps, a detective works to solve a murder case and save his police department from closure.",Director,https://www.imdb.com/name/nm1676223/?ref_=ls_li_1_1,Akiva Schaffer,https://www.imdb.com/name/nm0000553/?ref_=ls_li_2_1,Liam Neeson,https://www.imdb.com/name/nm0000097/?ref_=ls_li_2_2,Pamela Anderson,https://www.imdb.com/name/nm3236159/?ref_=ls_li_2_3,Paul Walter Hauser,,
,https://www.imdb.com/title/tt33247023/?ref_=ls_i_39,https://www.imdb.com/title/tt33247023/?ref_=ls_t_39,39. Splitsville,2025,1h 44m,R,73,6.4,(16K),"When Ashley asks for a divorce, the good-natured Carey runs to his friends, Julie and Paul, for support. Their secret to happiness is an open marriage; that is, until Carey crosses the line and throws all of their relationships into chaos.",Director,https://www.imdb.com/name/nm3511834/?ref_=ls_li_1_1,Michael Angelo Covino,https://www.imdb.com/name/nm0424848/?ref_=ls_li_2_1,Dakota Johnson,https://www.imdb.com/name/nm5245722/?ref_=ls_li_2_2,Adria Arjona,https://www.imdb.com/name/nm5568803/?ref_=ls_li_2_3,Kyle Marvin,,
,https://www.imdb.com/title/tt26443597/?ref_=ls_i_40,https://www.imdb.com/title/tt26443597/?ref_=ls_t_40,40. Zootopia 2,2025,1h 48m,PG,73,7.4,(128K),"Brave rabbit cop Judy Hopps and her friend, the fox Nick Wilde, team up again to crack a new case, the most perilous and intricate of their careers.",Directors,https://www.imdb.com/name/nm1158544/?ref_=ls_li_1_1,Jared Bush,https://www.imdb.com/name/nm0397174/?ref_=ls_li_1_2,Byron Howard,https://www.imdb.com/name/nm0329481/?ref_=ls_li_2_1,Ginnifer Goodwin,https://www.imdb.com/name/nm0000867/?ref_=ls_li_2_2,Jason Bateman,https://www.imdb.com/name/nm0702841/?ref_=ls_li_2_3,Ke Huy Quan
,https://www.imdb.com/title/tt24950660/?ref_=ls_i_41,https://www.imdb.com/title/tt24950660/?ref_=ls_t_41,41. Eternity,2025,1h 54m,PG-13,58,6.9,(56K),"In an afterlife where souls have one week to decide where to spend eternity, Joan is faced with the impossible choice between the man she spent her life with and her first love, who died young and has waited decades for her to arrive.",Director,https://www.imdb.com/name/nm3263357/?ref_=ls_li_1_1,David Freyne,https://www.imdb.com/name/nm1886602/?ref_=ls_li_2_1,Miles Teller,https://www.imdb.com/name/nm0647634/?ref_=ls_li_2_2,Elizabeth Olsen,https://www.imdb.com/name/nm4360085/?ref_=ls_li_2_3,Callum Turner,,
,https://www.imdb.com/title/tt20222166/?ref_=ls_i_42,https://www.imdb.com/title/tt20222166/?ref_=ls_t_42,42. Spinal Tap II: The End Continues,2025,1h 23m,R,57,6.4,(8.7K),The band reunite after a 15-year break for one final concert.,Director,https://www.imdb.com/name/nm0001661/?ref_=ls_li_1_1,Rob Reiner,https://www.imdb.com/name/nm0001302/?ref_=ls_li_2_1,Christopher Guest,https://www.imdb.com/name/nm0571106/?ref_=ls_li_2_2,Michael McKean,https://www.imdb.com/name/nm0733427/?ref_=ls_li_2_3,Harry Shearer,,
,https://www.imdb.com/title/tt5950044/?ref_=ls_i_43,https://www.imdb.com/title/tt5950044/?ref_=ls_t_43,43. Superman,2025,2h 9m,PG-13,68,7.0,(409K),"Superman must reconcile his alien Kryptonian heritage with his human upbringing as reporter Clark Kent. As the embodiment of truth, justice and the American way he soon finds himself in a world that views these as old-fashioned.",Director,https://www.imdb.com/name/nm0348181/?ref_=ls_li_1_1,James Gunn,https://www.imdb.com/name/nm4825178/?ref_=ls_li_2_1,David Corenswet,https://www.imdb.com/name/nm3014031/?ref_=ls_li_2_2,Rachel Brosnahan,https://www.imdb.com/name/nm0396558/?ref_=ls_li_2_3,Nicholas Hoult,,
,https://www.imdb.com/title/tt31227572/?ref_=ls_i_44,https://www.imdb.com/title/tt31227572/?ref_=ls_t_44,44. Predator: Badlands,2025,1h 47m,PG-13,71,7.2,(146K),A young Predator outcast from his clan finds an unlikely ally on his journey in search of the ultimate adversary.,Director,https://www.imdb.com/name/nm0870469/?ref_=ls_li_1_1,Dan Trachtenberg,https://www.imdb.com/name/nm1102577/?ref_=ls_li_2_1,Elle Fanning,https://www.imdb.com/name/nm10921048/?ref_=ls_li_2_2,Dimitrius Schuster-Koloamatangi,https://www.imdb.com/name/nm5183598/?ref_=ls_li_2_3,Ravi Narayan,,
,https://www.imdb.com/title/tt14883538/?ref_=ls_i_45,https://www.imdb.com/title/tt14883538/?ref_=ls_t_45,45. Arco,2025,1h 28m,PG,72,7.3,(6.5K),"In 2075, a girl witnesses a mysterious boy in a rainbow suit fall from the sky. He comes from an idyllic far future where time travel is possible. She shelters him and will do whatever it takes to help him return to his time.",Director,https://www.imdb.com/name/nm4589136/?ref_=ls_li_1_1,Ugo Bienvenu,https://www.imdb.com/name/nm14874087/?ref_=ls_li_2_1,Margot Ringard Oldra,https://www.imdb.com/name/nm8819835/?ref_=ls_li_2_2,Oscar Tresanini,https://www.imdb.com/name/nm17328226/?ref_=ls_li_2_3,Nathanaël Perrot,,
,https://www.imdb.com/title/tt26584495/?ref_=ls_i_46,https://www.imdb.com/title/tt26584495/?ref_=ls_t_46,46. Companion,2025,1h 37m,R,70,6.9,(175K),A weekend getaway with friends at a remote cabin turns into chaos after it's revealed that one of the guests is not what they seem.,Director,https://www.imdb.com/name/nm1289733/?ref_=ls_li_1_1,Drew Hancock,https://www.imdb.com/name/nm7393303/?ref_=ls_li_2_1,Sophie Thatcher,https://www.imdb.com/name/nm4425051/?ref_=ls_li_2_2,Jack Quaid,https://www.imdb.com/name/nm4965072/?ref_=ls_li_2_3,Lukas Gage,,
,https://www.imdb.com/title/tt14364480/?ref_=ls_i_47,https://www.imdb.com/title/tt14364480/?ref_=ls_t_47,47. Wake Up Dead Man,2025,2h 24m,PG-13,80,7.3,(236K),Detective Benoit Blanc teams up with an earnest young priest to investigate a perfectly impossible crime at a small-town church with a dark history.,Director,https://www.imdb.com/name/nm0426059/?ref_=ls_li_1_1,Rian Johnson,https://www.imdb.com/name/nm0185819/?ref_=ls_li_2_1,Daniel Craig,https://www.imdb.com/name/nm4853066/?ref_=ls_li_2_2,Josh O'Connor,https://www.imdb.com/name/nm0000335/?ref_=ls_li_2_3,Glenn Close,,
,https://www.imdb.com/title/tt30505698/?ref_=ls_i_48,https://www.imdb.com/title/tt30505698/?ref_=ls_t_48,48. Friendship,2024,1h 40m,R,72,6.6,(40K),A suburban dad falls hard for his charismatic new neighbor.,Director,https://www.imdb.com/name/nm2440581/?ref_=ls_li_1_1,Andrew DeYoung,https://www.imdb.com/name/nm4200503/?ref_=ls_li_2_1,Tim Robinson,https://www.imdb.com/name/nm0748620/?ref_=ls_li_2_2,Paul Rudd,https://www.imdb.com/name/nm0544718/?ref_=ls_li_2_3,Kate Mara,,
,https://www.imdb.com/title/tt33029955/?ref_=ls_i_49,https://www.imdb.com/title/tt33029955/?ref_=ls_t_49,49. One to One: John & Yoko,2024,1h 41m,R,79,7.2,(1.6K),"Set in 1972 New York, this documentary explores John and Yoko's world amid a turbulent era. Centered on the One to One charity concert for special needs children, it features unseen archives, home movies, and restored footage.",Directors,https://www.imdb.com/name/nm0531817/?ref_=ls_li_1_1,Kevin Macdonald,https://www.imdb.com/name/nm1652932/?ref_=ls_li_1_2,Sam Rice-Edwards,https://www.imdb.com/name/nm0006168/?ref_=ls_li_2_1,John Lennon,https://www.imdb.com/name/nm0648780/?ref_=ls_li_2_2,Yoko Ono,https://www.imdb.com/name/nm0633271/?ref_=ls_li_2_3,Richard Nixon
,https://www.imdb.com/title/tt32298285/?ref_=ls_i_50,https://www.imdb.com/title/tt32298285/?ref_=ls_t_50,50. Sirat,2025,1h 54m,R,84,7.0,(31K),"A father, accompanied by his son, goes looking for his missing daughter in North Africa.",Director,https://www.imdb.com/name/nm3890574/?ref_=ls_li_1_1,Oliver Laxe,https://www.imdb.com/name/nm0530365/?ref_=ls_li_2_1,Sergi López,https://www.imdb.com/name/nm14039773/?ref_=ls_li_2_2,Bruno Núñez Arjona,https://www.imdb.com/name/nm17203600/?ref_=ls_li_2_3,Stefania Gadda,,
